C,o,s,t
23264245.246863395
23123606.500379607
22989557.810093727
22962097.47303863
22808194.817791123
22794950.145728298
22644745.05252787
22488168.948257532
22481752.97609483
22467522.327769984
22442530.615345597
22293211.59936504
22202398.38622448
22119347.1476535
22106230.449291956
22098636.084198166
22027839.574319504
22012038.240153022
22010713.3888203
21989638.554971598
21896986.5532651
21886621.290133957
21870171.60007501
21837848.03462833
21821210.68493514
21636930.497827206
21593727.921280704
21442438.935304627
21439426.63488808
21413405.072742455
21289057.8906877
21118009.57923859
21082226.942742065
20933172.16447618
20826110.720680527
20650058.98339631
20628031.816059694
20572241.305162277
20369917.017893493
20339864.29557685
20262686.047270395
20272995.598423738
20260284.62712923
20243846.32165985
20237311.27206269
20206150.954859573
20202174.158485208
20172767.368327923
20084731.819052715
20063782.84637185
19993059.489978973
19821008.864656325
19725682.09475154
19646493.78203756
19600272.43285431
19486578.962948285
19468772.444746956
19414635.868094094
19409152.917353693
19376846.59566259
19318206.553071886
19227471.983225405
19126493.029207613
19068416.589819174
19014154.891489133
18990135.929522835
18981119.452735018
18964170.49680113
18954557.639330056
18929262.083137613
18781195.048845977
18780920.088002406
18755268.91418298
18753290.906639256
18745783.525865808
18737142.519455664
18711662.898656487
18621533.33771182
18514608.57252212
18494426.739525188
18429805.206961934
18379984.168295816
18370254.488079954
18359919.780868843
18277622.013388403
18229178.309582725
18183466.75726941
18167854.87873756
18096441.14378838
18078004.988015734
17958409.683106594
17826207.54680588
17820427.37237621
17811610.798028417
17803274.902189538
17800323.81854808
17769393.571984787
17769039.456644975
17544781.33722553
17489922.494031508
17464216.44477528
17433038.400611356
17416401.223725244
17293673.94059097
17290437.007845428
17157130.57088343
17119278.95816795
17095769.460372098
16912289.533234823
16847712.18124564
16814592.338199176
16675203.943240035
16653892.817532912
16635305.886062182
16627586.239208028
16613352.313075347
16609523.066580813
16587160.455215726
16578512.240428636
16478955.573740538
16477286.172677234
16468104.547981124
16437918.141159797
16376723.754333416
16311591.692727663
16303403.63588323
16225988.080639752
16180846.86336662
16138031.618462387
16085994.970190298
16000925.65652837
15884453.405947642
15822253.436541248
15815569.79989078
15799478.020660382
15738858.148522254
15728517.70625101
15694954.696476504
15672051.346004395
15559648.967108833
15357318.748486115
15322535.202196907
15301887.792748746
15284643.097413536
15235881.466078082
15109755.676983407
15089291.352720356
15057155.88539969
15048030.459112871
14938554.120056117
14860271.180131242
14836417.69244602
14803968.40595354
14782886.28008022
14640147.931111183
14606488.474449648
14568903.329786103
14560886.811171215
14541205.852039313
14528710.479229528
14499947.613651229
14471969.05762228
14387056.394508356
14320409.963542439
14285669.235377396
14267782.198706655
14255462.02929937
14237347.101385908
14223718.183334852
14191405.899491485
14141672.309609063
14123513.06292739
14121134.360658573
14084092.679140955
14020406.833529867
14016748.927672096
13975443.590344569
13927685.237198045
13905589.967158647
13879814.567173405
13833151.71959525
13719359.223776834
13719277.415285703
13658721.948801363
13654575.71658239
13645590.938024307
13643265.912941027
13575847.86002311
13565091.90160864
13559352.664438326
13558653.536594182
13552142.446723545
13532145.49412728
13515334.982876701
13497674.531536425
13419378.98980615
13397320.046588598
13394593.443172326
13331955.046612239
13324724.16486611
13318213.074995473
13303897.257788675
13288487.150040282
13199789.17761037
13116855.960560381
13111657.373319486
13109403.368257893
13048406.213270381
13020443.113034192
12961210.780389616
12939755.265331445
12936086.572535476
12895400.153908432
12772816.48366907
12767585.9792447
12744228.432719052
12719251.669545101
12636773.237722488
12617573.327386294
12555230.421499198
12512175.582963122
12480011.878706848
12365393.867273118
12348698.127846645
12342872.151032895
12318502.183252832
12234225.813563025
12207408.462661568
12181893.918731766
12154690.916996742
12127288.066850267
12118188.572977979
12118133.78335132
12112640.795689076
12085710.956162864
12054136.911819102
12048428.390132628
11987786.36513226
11986743.243377633
11964511.593893122
11938591.305564597
11925480.740622936
11871938.900167884
11869462.562833328
11862439.471064188
11858433.404219769
11850404.328752274
11849600.571448077
11824931.391263556
11804396.905335711
12100519.540763987
12074289.03930223
12051329.846356675
11977588.955896242
11950959.990308588
11879456.994611105
11860326.092161415
11839465.383444846
11835895.185781414
11835696.26881539
11812822.701860836
11782111.381095883
11759590.471738921
11724310.761419144
11723226.896609623
11721208.432538368
11705037.436132343
11658036.297312818
11608631.297217365
11603070.190600887
11565095.792663438
11521255.546745123
11483737.719401155
11454625.467602773
11454277.537999444
11431705.790686581
11424316.936712172
11401309.216080818
11357587.031879907
11293622.13897298
11264442.268613566
11226050.265363505
11182998.54268264
11163270.496158157
11162709.429749992
11161873.132037433
11159201.362676611
11147055.227824232
11109718.20565377
11075643.484665573
11047794.57592361
10999237.51752919
10962537.76582448
10948267.763485407
10947072.472568855
10929004.985348098
10928065.577716772
10913164.100695984
10863301.5364104
10858996.525627116
10858425.726821015
10847302.174079621
10834765.671945354
10822702.778077232
11081632.625410216
11000832.4543085
10989582.187212098
10967052.55559437
10962134.574682003
10958671.018140351
10947309.761443816
10945345.287181573
10929045.607510952
10818578.4930067
10785653.174499609
10785324.392409414
10750533.691494653
10745890.151002416
10745079.383658756
10739011.718249306
10706334.345953032
10697868.71984034
10578085.033876924
10519153.061355773
10451262.511456236
10429552.056590611
10409077.669464346
10402864.596317755
10384516.174015582
10379596.34588361
10376781.582019908
10371416.590053556
10370902.065769775
10344011.40155908
10340584.252783254
10336065.038252937
10323615.819191888
10316257.020914624
10308130.982657062
10304166.128359595
10299490.280168887
10288043.842211472
10270759.569256356
10264010.423495347
10258386.138652414
10229641.987698773
10202637.186120026
10197989.31610376
10181187.979219943
10173146.920561492
10151012.848511916
10134807.893711584
10126757.490156505
10114421.96228655
10061717.031223984
10045375.194854409
10026491.934063025
10017742.043081367
9997638.220031122
9995330.706279209
9933241.640927862
9923491.847288702
9920495.442014515
9885888.465349048
9881103.208859982
9870885.516895631
9857281.275889186
9853432.128536012
9840142.975020753
9825895.116969945
9807420.959382517
9803191.02797005
9802342.144039435
9769849.286828073
9753935.314456573
9710518.075371748
9709302.125708476
9673306.078010796
9663696.646884166
9654424.907933908
9620863.526757076
9609246.293241877
9596485.299623098
9583667.856319
9578326.755123584
9552756.107854206
9550861.703607332
9549493.584529083
9545700.820335614
9543591.939495064
9539972.842512593
9521406.404504118
9520603.602236386
9515114.352001023
9487004.962216863
9477526.15508207
9444401.645834906
9441982.908108776
9438363.811126305
9431366.504691862
9429809.770792227
9425171.010515489
9383947.693078957
9354421.295291148
9342580.632087348
9313027.93492413
9306474.58261565
9291760.570645876
9276888.787392605
9261358.617580276
9196566.964805227
9170807.5976806
9170303.39713789
9167227.083095549
9152448.919927785
9151191.486788148
9109398.93376606
9095288.832684575
9092980.353490595
9046757.797000803
9015101.361655114
8993931.214479735
8993817.458271142
8973287.510183118
8960550.675842002
8958719.773083733
8876669.430544822
8873131.416223243
8823601.60500953
8720368.95220574
8714083.095213735
8713178.981990635
8633434.63318042
8627129.518543387
8617173.457168063
8611921.220901184
8507227.00456162
8505996.778937638
8479111.167491777
8462761.027031945
8459134.961434111
8408839.678572098
8387294.637238439
8269954.5430126265
8255124.246143659
8254555.294762134
8253189.503374563
8241245.8253729725
8237562.347071638
8237352.302942306
8226192.884834472
8224300.130662883
8206695.994245636
8186802.172685302
8181447.9560354585
8142006.322010202
8089380.716371346
8086402.069474008
8081060.968278593
8079476.14736899
8069102.679798546
8067820.719932423
8063616.830499416
8006772.446833123
8003492.191114895
7942143.914477056
7938548.787414036
7888581.569699962
7875030.686057121
7871185.001199242
7863659.362930471
7861766.326530238
7861558.134996748
7861412.848910244
7858927.634825654
7838476.52586496
7830338.758547961
7809277.006518031
7797092.099885789
7781760.431183141
7752836.394038558
7750640.995369541
7742771.9482336445
7742489.773615151
7716159.554453455
7714706.649190143
7714044.91825317
7711169.603686816
7708684.389602226
7645063.712432467
7643315.709362275
7641096.199962605
7578753.33916396
7526369.922632569
7523262.504724221
7513648.650346036
7510525.610035895
7502594.016064239
7497006.62342556
7466134.168491166
7457659.093891035
7449935.507500616
7439481.304557546
