C,o,s,t
23415209.223862927
23170589.501507755
23166681.034587428
23145540.727375858
22973020.850516587
22918999.782974906
22899928.08803322
22878743.897904504
22839380.758292947
22794030.002816796
22756412.013367526
22567231.11239758
22526764.773025695
22464805.837491773
22383924.15532215
22301475.010778997
22174544.93836862
22155889.900092427
21968427.16475971
21928155.595574178
21889497.01778262
21878652.822520643
21777798.40149981
21774675.80145592
21704924.684853334
21641194.84458628
21627245.080557972
21573806.021448206
21545200.260367915
21481644.091207337
21457111.31679838
21313910.842252165
21271171.542432565
21102409.457863614
21098833.224651173
21081416.339311805
21067386.841831837
20865962.913665816
20721574.040614046
20623398.970418688
20540995.45518376
20456957.72710047
20162825.597230148
20158820.27307345
20145294.306299675
20104539.908271752
20017527.058723677
19913234.909299973
19890004.65185519
19889440.465805177
19838904.890704
19717136.662726194
19618431.207559824
19392778.905208457
19347053.97801675
19338329.798123416
19262029.806771852
19255229.439962152
19203365.644885264
19202482.64526571
19201815.394668743
19192569.615871973
19150344.40045621
19132614.893248077
18974537.9424065
18842908.824186195
18775731.061266202
18674104.22339461
18582439.364368316
18514225.166649144
18499855.722057723
18474568.147710335
18371334.934578393
18228244.37914205
18222046.34808054
18195032.93707861
18165869.023054462
18164323.607411534
18134255.560016517
18130358.489399638
18107123.77203703
18085707.720460933
18076940.044145092
18052455.409098115
17876173.85258572
17836088.717228636
17718966.158217993
17703314.291071847
17673653.012372486
17639152.615263455
17627364.83217449
17500768.216765996
17378053.129677527
17348897.34897022
17346521.805589862
17289867.792184252
17084822.305552833
16934447.319348436
16890277.87285468
16618217.935928438
16535105.881577415
16411135.194033768
16350344.986465836
16350047.787048005
16253908.397384217
16241238.123197198
16238332.406317627
16180376.583168725
16072949.708614277
15865608.442758856
15824649.061592206
15795519.28176577
15774967.040955434
15770130.191229867
15722315.980986243
15717487.829658529
15713675.451866666
15635713.473712426
15630939.504191674
15610433.339408124
15608422.065360006
15564644.942971084
15463939.77111381
15333000.512168108
15287153.081940072
15269395.026580319
15268972.691907294
15261238.606681932
15208777.906557776
15197535.074273612
15178471.101160247
15127818.581825389
15080209.739945175
15057584.665211469
15048453.213687377
15006690.888797536
14984934.10949624
14952010.642539695
14938197.792126222
14931691.500714047
14900570.0516621
14799211.487738427
14779310.959405582
14727135.235047098
14609886.446388535
14599338.63985011
14532811.669563059
14510294.85950495
14509907.53002108
14473188.661489472
14443950.476230701
14443187.537762985
14405883.839845996
14398889.236290125
14319908.116857082
14232287.935667805
14183314.982722796
13991589.855047835
13980898.340619557
13975333.500579674
13961466.022965671
13928749.693782782
13914092.965770485
13902826.720751917
13874276.255652659
13856077.571482442
13844992.827194335
13823330.5307766
13816088.909011448
13797350.414191138
13784443.405198148
13782625.931544956
13642711.242755366
13592759.218332317
13563829.792963464
13558891.794501074
13479713.40923885
13453968.184460182
13429012.512865454
13422859.569539126
13395311.892539212
13391515.009302182
13367724.90460208
13334490.332772728
13268914.757089922
13214831.618214374
13127476.648965638
13072007.69620087
13056415.808066115
13053997.849714855
13044468.783824267
13027230.911164304
13013728.278432632
12970246.554940477
12958165.417447207
12926349.893180514
12840779.154466027
12774081.981652943
12769605.091482114
12757965.69532761
12750898.316544382
12726576.00532003
12662125.595217606
12662085.279011428
12644501.693075804
12516087.141911741
12490475.876187993
12463938.938539762
12379074.997155257
12378522.500453036
12373208.505556395
12353448.22113187
12298172.012663241
12294705.967802757
12199856.871914074
11979092.624422256
11903196.098258605
11885882.235665616
11857087.549783196
11837220.746812465
11813074.172176003
11797565.280569933
11766456.59918405
11716169.382468635
11690133.485718103
11386290.15918755
11355493.205122259
11330681.5664096
11327800.180109348
11319626.6669152
11311008.72670669
11299973.133427888
11236190.508257871
11226649.339308012
11223182.12885958
11220990.11847446
11192759.091017976
11179625.286267102
11173336.56996761
11127656.394383479
11096850.081318866
11057718.31631993
11048846.001201367
11038296.630636167
11036583.303271554
11026679.902809238
10996569.074997937
10995869.069709696
10942579.84922188
10940252.321335953
10907975.671635762
10898812.746343667
10852294.90654595
11073384.849093352
11066320.05536588
11064916.70429311
11053068.144842336
11049453.715715226
11041066.669436572
11018851.986691134
11005503.351665331
11000422.405223297
10961806.46777518
10949846.918900313
10943427.183891159
10912735.608115794
10909755.46406356
10854511.26757298
10713092.988322549
10701316.131057201
10637112.648359895
10584624.940798484
10581288.318079932
10481929.945511824
10470565.134686897
10464487.605531476
