Run #,Total Run Time (s),Avg. run time per iteration (s),Fitness Minimum,Fitness Max,Fitness Range,Fitness Mean,Fitness Median,Fitness Improvement Likelihood %
1,148.72073912620544,0.4957357970873515,114358495.23104812,142661404.53363925,28302909.30259113,129579877.91136685,130132153.5971446,0.0
2,137.15564727783203,0.4571854909261068,111445388.32798152,143142018.78067443,31696630.45269291,130511246.75242504,130661716.81254804,0.0
3,135.99575757980347,0.4533191919326782,114884775.95895128,141346530.4885199,26461754.529568627,128562517.51238307,128590150.61201221,0.0
