k Value,r2 Value,Run Time
0,0.7538557265016517,4.322350025177002
1,0.8058764824657663,3.035510778427124
2,0.857188106029467,2.9446651935577393
3,0.8743067226463009,3.010871410369873
4,0.8848890276442145,2.47751522064209
5,0.8900480231160046,2.52797794342041
6,0.8929603702593089,2.6503891944885254
7,0.8954415182483512,2.6119489669799805
8,0.8976787434676224,2.4441046714782715
9,0.898076819510837,2.552943229675293
10,0.8987661820825341,2.607123613357544
11,0.9004176164449083,2.5826354026794434
12,0.900401567084676,2.409778594970703
13,0.9009647843147717,2.67628812789917
14,0.9007337911677489,2.4280285835266113
15,0.9013311075724011,2.6535918712615967
16,0.9009528419534095,2.558833599090576
17,0.9012285608661218,2.4542758464813232
18,0.9009934293291527,2.433122396469116
19,0.9006331010970042,2.549332857131958
20,0.9007123469631539,2.456198215484619
21,0.9001531015109108,2.653388738632202
22,0.9004481388945577,2.7046475410461426
23,0.9001306377757005,2.578265428543091
24,0.8998970125577745,2.5536909103393555
25,0.8998472962898939,2.5162322521209717
26,0.8998490867480673,2.5869734287261963
27,0.9000735882917752,2.7013936042785645
28,0.8999877811886295,2.5165438652038574
29,0.8999295060946488,2.6100974082946777
30,0.8993804932070738,2.626319408416748
31,0.8993741522178506,2.5083870887756348
32,0.8993639773894194,2.4413058757781982
33,0.8992202202256819,2.324127435684204
34,0.8989633390323943,2.3192505836486816
35,0.8990181647337928,2.404803991317749
36,0.898960392865755,2.3636653423309326
37,0.8989429908724392,2.569502592086792
38,0.8986521708265387,2.417585849761963
39,0.8986037606202356,2.5664823055267334
40,0.8984572904605534,2.557577133178711
41,0.8985697027975882,2.393324613571167
42,0.8985831996045586,2.6581454277038574
43,0.8984092148308498,2.5341947078704834
44,0.8981385931648247,2.3960940837860107
45,0.8978088314062415,2.307774543762207
46,0.8976324832420226,2.3292853832244873
47,0.89767087752638,2.486466646194458
48,0.8974215351607343,2.5371999740600586
49,0.8971683505082095,2.4380552768707275
50,0.8969100395403637,2.525360584259033
51,0.8966670478931575,2.5592541694641113
52,0.8963970924462,2.730318546295166
53,0.8962057512843113,2.450732946395874
54,0.8960951466333431,2.733099937438965
55,0.896012249429816,2.8533973693847656
56,0.8960421339213741,2.800051689147949
57,0.8960071800343796,2.611997127532959
58,0.8960036151709573,2.5060324668884277
59,0.895894271114441,2.534407615661621
60,0.8957485101520801,2.4895434379577637
61,0.8956140139232678,2.651395082473755
62,0.8956839045253507,2.6464080810546875
63,0.8955346360466983,2.793016195297241
64,0.8952022035054773,2.6454546451568604
65,0.8951754050688026,2.9575400352478027
66,0.8949427873554665,3.0211873054504395
67,0.8947197144254864,2.681011438369751
68,0.8945800226626158,2.479604482650757
69,0.8945743330235133,2.56634521484375
70,0.8944144193966931,2.830846071243286
71,0.8942946618172399,2.5904529094696045
72,0.8943066120471727,2.7122080326080322
73,0.8941983786178989,2.6062536239624023
74,0.8941784326205784,2.5101959705352783
75,0.8941655030757831,2.6763758659362793
76,0.893915355744632,2.488856077194214
77,0.8938777858664282,2.7535040378570557
78,0.8937542510353413,2.6815319061279297
79,0.893755427926757,2.6014816761016846
80,0.893652698691933,2.3754751682281494
81,0.8935206668901571,2.421224355697632
82,0.8934203315885286,2.5485610961914062
83,0.8932729712997326,2.4012598991394043
84,0.8930501061892644,2.4349818229675293
85,0.8929830526744594,2.4353694915771484
86,0.8929898538035141,2.692502021789551
87,0.8928838844667253,2.8526504039764404
88,0.8926753529291075,2.564551830291748
89,0.892601772938967,2.598788022994995
90,0.8926049426264512,2.7203192710876465
91,0.8925637037489009,2.7350289821624756
92,0.8924993315628444,2.878997325897217
93,0.8923534971599819,2.678091526031494
94,0.8922972006261617,2.424657106399536
95,0.8921942662115235,2.715268135070801
96,0.8921002402707282,2.480241298675537
97,0.8920454441998171,2.3721840381622314
98,0.8921178097688082,2.9124057292938232
99,0.8920704776212218,2.652996063232422
