k Value,r2 Value,Run Time
0,0.6596335802522311,3.9555206298828125
1,0.7482616012550198,2.278050661087036
2,0.8046997554713956,2.227959156036377
3,0.8260814993092491,2.2459421157836914
4,0.8338334601872379,2.3622827529907227
5,0.8372107628032308,2.224916934967041
6,0.8385286244493986,2.315187931060791
7,0.8413120795498963,2.7673611640930176
8,0.8426653563458679,3.907392740249634
9,0.8433633700051535,2.736278533935547
10,0.8439007967750869,2.568833112716675
11,0.8452511012581068,2.6139566898345947
12,0.845207055438465,2.578859567642212
13,0.845170808939772,2.704193115234375
14,0.8444074407873221,2.6330008506774902
15,0.8443136999459528,2.6129491329193115
16,0.8444628373002757,2.545771598815918
17,0.8444663971797112,2.793431043624878
18,0.8433248927095761,2.5838730335235596
19,0.8433608235011183,2.5989129543304443
20,0.8432653323734228,2.9027206897735596
21,0.8438739712535,2.6801302433013916
22,0.844006742764863,2.5989131927490234
23,0.8440249109861319,2.550785779953003
24,0.8437928764631251,2.6169605255126953
25,0.8437029897303879,2.560809373855591
26,0.843758275086461,2.557804584503174
27,0.8436080892558133,2.53875732421875
28,0.8435715905231694,2.5598080158233643
29,0.8437843722521241,2.556807279586792
30,0.8431298773292515,2.4184396266937256
31,0.8432639193972987,2.420438289642334
32,0.8429177748827099,2.579859972000122
33,0.8427426591929196,2.4565343856811523
34,0.842558230697898,2.414421796798706
35,0.8422013938431754,2.424448251724243
36,0.8418059067751532,2.4846081733703613
37,0.841971536055456,2.366276502609253
38,0.8414159808738143,2.3703110218048096
39,0.8413437604712817,2.3693056106567383
40,0.8406736218987068,2.374314546585083
41,0.840638291774811,2.3943684101104736
42,0.8407559670480247,2.37632155418396
43,0.8408225149965771,2.369288206100464
44,0.8405413870272997,2.4234321117401123
45,0.8403253867501602,2.5557990074157715
46,0.8402448581837352,2.453526020050049
47,0.8399238788012084,2.381334066390991
48,0.8398905228179124,2.4705731868743896
49,0.8399206084810977,2.395369291305542
50,0.8398496474787205,2.375324249267578
51,0.8395376723579776,2.313183307647705
52,0.8393452817920195,2.336183547973633
53,0.8391166417470665,2.3422296047210693
54,0.8390530040868276,2.3462390899658203
55,0.838739804943532,2.328191041946411
56,0.8385952279963195,2.364288806915283
57,0.8385297545320399,2.4906256198883057
58,0.8385132436047147,2.38032865524292
59,0.8384116765565116,2.426452398300171
60,0.8383166771741372,2.315157890319824
61,0.8383088356594166,2.4134185314178467
62,0.837988893286071,2.3231818675994873
63,0.8378840336134716,2.3071341514587402
64,0.837415385924838,2.3111467361450195
65,0.8372258105658009,2.299116849899292
66,0.8370137430338764,2.290092945098877
67,0.836630546934712,2.360278606414795
68,0.8364459581266971,2.3141562938690186
69,0.8362089714516653,2.3532607555389404
70,0.8361257883849764,2.4565341472625732
71,0.835943808891467,2.361281156539917
72,0.8358097899421654,2.4104082584381104
73,0.8357210663716099,2.2930991649627686
74,0.8354514287359194,2.3101446628570557
75,0.8355037967953242,2.2821013927459717
76,0.8351396408793342,2.3111135959625244
77,0.8348088753195173,2.3923466205596924
78,0.834857474242412,2.4886186122894287
79,0.8346874700881379,2.440490245819092
80,0.8343366829519455,2.403397798538208
81,0.8341503517060129,2.4013869762420654
82,0.8339838470135261,2.384342908859253
83,0.8338378381734858,2.5778567790985107
84,0.8337108149654033,2.4555559158325195
85,0.8336809082635873,2.3422274589538574
86,0.8335537379819121,2.401384115219116
87,0.8333352430099984,2.493633985519409
88,0.8332080464370455,2.4144210815429688
89,0.8330987799984528,2.4064033031463623
90,0.8329562522482516,2.438472270965576
91,0.8328643443170045,2.425452709197998
92,0.8327924416483472,2.4725751876831055
93,0.8328172121709476,2.47658634185791
94,0.8326158317548358,2.547776937484741
95,0.8323295832853108,2.5367465019226074
96,0.8321919244441804,2.457536220550537
97,0.8320293026325791,2.5247154235839844
98,0.8319572332824731,2.504661798477173
99,0.8318531244314133,2.496640682220459
