Run #,Total Run Time (s),Avg. run time per iteration (s),Fitness Minimum,Fitness Max,Fitness Range,Fitness Mean,Fitness Median,Fitness Improvement Likelihood %
1,159.34243273735046,0.5311414424578349,109537209.15427327,140709778.39165032,31172569.237377048,124909788.83084582,124873172.13796958,1.0
2,165.81808161735535,0.5527269387245178,110579315.4901942,140905862.84167194,30326547.351477742,125551738.69476421,125508091.68473253,0.0
3,166.42639827728271,0.5547546609242757,107488392.60504846,138469223.55951914,30980830.95447068,122726127.2553608,122348476.41542728,1.3333333333333335
