Fitness Minimum,Fitness Max,Fitness Mean,Fitness Median
23433654.72928091,26745630.965007976,25079484.569127426,25159190.67536421
23498689.030406743,26770731.60046676,25066157.630578548,25069152.063770153
23716565.273895327,26352905.203362755,25056910.774509765,25073689.94666649
23574074.563967276,26401490.5916357,25081730.249975234,25127645.453871764
23467557.38736665,26309506.98606779,25089977.160489526,25071250.471549094
23467557.38736665,26576965.503527686,25090150.827045403,25066524.928867403
24102116.3240594,26235967.242285546,25133118.492480386,25081160.697434887
23942184.010988947,26459937.989480224,25153867.4685197,25142906.753484517
23659447.89515488,26438107.019800317,25030538.006363805,25032836.82968182
23346212.10086237,26462975.007626627,25120419.668873638,25231080.745960176
23535196.723177485,26361804.688982513,25106080.88088372,25041470.278491467
23847902.95847303,26425880.53586302,25056882.544289403,25057685.79157325
24093423.328361575,26562570.79629585,25104195.838157266,25123588.08422768
23386549.614133086,26892251.02254388,25048598.750902664,25005980.71902469
23730473.81488662,26574646.790454064,25078835.80173943,25043600.690157525
23895703.41561823,26151138.618155878,25075808.196351856,25057248.365389265
23869182.931386944,26603591.845458332,25058514.708091628,24979381.342272986
23660840.42239926,26606628.285946287,25038000.61728086,25085677.34673205
23242293.14830153,26181659.84854572,24980488.687149845,24987759.879199225
23756585.929562327,26014859.894488595,25007309.305948492,25084823.20117393
23575436.27023069,26363860.066363245,24991373.870831124,25033432.51227109
23409055.73155674,26984358.779452056,25064547.836019345,24998596.38932175
23208664.449155603,26460293.077000044,24989623.088102818,25019852.46916925
23652789.19675099,26135125.4113129,24910787.591562353,24900036.06352999
23350857.581712257,26547706.68297824,24993739.435500376,24994647.46188567
23608762.24545902,26594055.349973816,24983487.361850027,24987354.138627715
23676686.476844653,26346818.43751006,24967285.06381762,24970051.038731024
23743042.72530017,26131170.777106557,24948030.59839702,24951762.06750241
23324344.855710465,26123199.39564775,24932650.562776905,24979380.697266668
23715288.169407263,26740291.123034175,24969932.204283625,24929480.646946408
23713631.60979976,26683539.257541157,24991241.91077001,25007552.27737298
23252944.53976803,26720174.6956433,24947141.826477833,24987345.7498732
23095798.620122798,27008229.370138623,24960771.034658924,24916163.54751882
23951409.205962878,26221949.4022742,25065890.499280207,25081452.22033465
23887072.16549856,26956201.71290544,25110394.12610575,25103685.408528086
23197631.60259065,26410506.606541708,25003133.129459128,24924228.755882572
23325076.923203696,26654091.876064472,25040134.166523,25126951.565881275
23594648.638166815,26607174.765391544,25074226.663743027,25001552.402204476
23572683.51812204,26643326.13068225,25032300.1298672,25029323.138385445
23555184.892945386,26577096.527015325,25039647.084169667,25000583.990723643
23495624.788924746,26664968.710156277,25150678.371923458,25130546.731184527
23251826.682611868,26691290.136664387,25083081.894216172,25003120.288937736
24144286.142884202,26334816.853011817,25068672.06449157,24965015.6363775
23761407.41154159,26656194.735705998,25094753.301287994,25090568.700792193
23342419.30685494,26526056.705300756,25187335.00307627,25196887.471000943
23890188.276394054,26380833.009116486,25182433.926235456,25165220.321228273
24156243.89596134,26672184.162976153,25117750.630549714,25103761.742012758
23695849.21064253,26567768.633177046,25078523.93164427,25028243.39103928
23932674.500579376,26647599.465996396,25134475.461200625,25085329.327033713
23899166.30117008,26847370.808528688,25105197.30281983,25133120.131388098
23692720.603810467,26532021.918690223,25063552.61295536,25069013.636093915
23303513.759371173,26314050.729203884,24929198.57995339,24965911.53324057
23303513.759371173,26497428.11278533,25105571.32645149,25127313.28029799
23418001.317691073,26475406.289516144,25103854.982965693,25155506.890051074
23410271.02693886,26531459.1937643,25139503.619689774,25118350.58516322
23410271.02693886,26653719.48557014,25015787.929771487,25069887.170952447
23403178.333344627,26389856.00601083,25030812.729473967,25036421.586142108
23118025.63087596,26762966.47249243,25182786.638685364,25152673.677714832
23593107.47797129,27424058.536194954,25197525.42717015,25178088.19924552
23596883.17150612,26217642.84980314,25101938.10748419,25096489.85786398
23803288.313132443,26494028.827937614,25143866.760338448,25141344.50457136
23873806.498019625,26534399.09353328,25165351.711223163,25136075.084956713
24119726.694771495,26331148.38260736,25141861.017881885,25113667.506129816
23947400.912481062,26796510.721128907,25086649.867512338,25024247.8998083
23758500.140853304,26662445.207455397,25134525.19596174,25106664.26330607
23761047.710002746,27032953.981164873,25019825.12688531,25000222.762859978
23235576.289050784,26535213.65860801,24997004.952448647,24997897.45620454
23514878.99096124,26542331.78747693,25101935.075748783,25085054.989080727
24042780.602445148,26162083.025806688,25102433.95541421,25110906.891023226
23806042.011092123,26417029.227403946,25124004.974694446,25073493.16123873
23356534.37891148,26447930.688182782,25046326.156579666,25109234.25596789
23329391.749076538,26733879.646616,25011230.426783055,25020973.67303857
23502518.604186147,26292109.888264727,25035446.97159779,25016520.158842698
23485081.544084173,26727350.57259093,25038722.86738596,25036323.47330378
23785162.62038206,26325349.796381347,25064075.574570987,25089751.290319495
24079360.744515933,26444583.34623004,25138671.48939285,25189651.055074953
23993892.938063238,26776089.58410399,25235093.117176,25238700.85855695
23785797.808293775,26055417.967213336,25045224.316781398,25013796.711452913
23990776.212852836,26181280.265574552,25073029.068824746,25105264.561791427
23728089.645893488,26620182.008280143,25093297.05224837,25088175.101425614
23830789.92846691,26457436.58276623,25096083.05898827,25014574.62367128
23652755.691034917,26508790.38764586,25063111.791447174,25153588.7435497
23651438.394349523,26752264.58124804,25129508.382118627,25041562.8681712
23728059.882785235,26323220.982415132,25060111.13397401,25018381.825410105
23727555.811583303,26363261.831433833,25043093.418118633,25036256.71956792
23159402.705117114,26454485.792124882,24946359.261098348,24997032.587039277
23960564.755327187,26578369.775083393,25081262.503116913,25106060.167772807
23783610.84717978,26531749.931146964,25090260.14821795,25096406.37603762
23601482.895057224,26192737.400753327,25007799.90585172,25040569.378190078
23704251.12194966,26357095.227787707,25087599.393958677,25088575.608552307
23634560.05536806,26529275.707074933,25103066.116695147,25139852.383755717
23868328.62654445,26402436.362013403,25132858.965257294,25166057.426487997
23840218.063544903,26230958.891076487,24965540.459132127,24923596.638040625
24027572.982152905,26640246.94923361,25072137.088276006,25039395.795988698
23793349.747929815,26400006.956387274,25019689.887462016,25000139.594231844
23687208.909239314,26169512.409858756,25045671.34713128,25048823.845282085
23721657.971213114,26454427.13605129,25088562.445198804,25077321.074678876
23746871.997681987,26956612.370838083,25127361.50323254,25109497.32474072
23833815.211071238,26481345.715028714,25074298.392441295,25062852.852172166
23853743.984313406,26692554.269719753,25089654.137534034,25067895.979505036
24188664.93966098,27146089.70569116,25129770.95082098,25084850.308458067
23150502.358228277,26654102.67804185,25092818.637505103,25077423.06739983
23720653.39901295,26843731.393033948,25014266.641071927,24998410.4191704
23942994.51199689,26870232.563448302,25035252.447951682,25043666.430028938
23772600.07077035,26421274.186846063,25088684.85446481,25069168.08534371
23244832.04960465,26803101.189379122,24983251.946642417,24932655.81337519
23243897.765893087,26279512.1036562,24994134.56577969,25019612.833467714
23743482.498457715,26248621.067725547,25046486.755416375,25104247.55991344
23203064.474827018,26786707.585599635,25137348.544028927,25151537.37158797
23848780.147109594,26719098.439088505,25141574.006054755,25100480.856231183
24013786.450587373,26501895.904866062,25070145.42633108,25089169.017782047
23306097.186947808,26500436.85089817,25070936.596118864,25067952.537630677
23749485.3213944,26372955.775968105,25086272.60684935,25070090.606196422
23545248.76973453,26531608.008432873,25169602.892256442,25142365.49460522
23798280.209208854,26484289.511354115,25051287.050423063,25080789.52095696
23632950.181427125,26526795.023123182,25041684.230713725,25027706.41759582
23586834.86523383,26503245.343974728,25066222.747896906,25012650.477555707
23728160.07466272,26127270.19159534,24962702.341958847,24925534.71180006
23484260.378120538,26292441.29124788,25028453.447863527,25041082.63279686
23478759.622434907,26779799.526077542,24995557.015978225,24986354.386701018
23762149.784932338,26664982.198972758,25067432.135026913,25028943.534632266
23468454.501637023,26760063.248246424,25136232.500438612,25151136.918928348
24086633.769931164,26384080.77384208,25106352.1402501,25107376.84499138
23603120.898944054,26148409.23015902,24986865.798101418,24963236.721948706
23967437.83198565,26627317.714102168,25041732.34209265,25068403.842360165
24041563.0621659,26283134.2115071,25066039.028883696,25004193.32827158
23271128.073905393,26401054.656411488,25004728.088006362,24980235.082147084
23569272.56958094,26204741.409783922,25049962.95567806,25080718.239747673
23443534.12304491,26455541.77156437,25057166.18206939,25101431.10487114
23934913.860557772,26936661.35103029,25221068.520520657,25212765.765322313
23523980.50514088,26568872.143820807,25197835.288862966,25114384.449213464
23445930.30415511,26921625.514863636,25116298.943512317,25076195.190723248
23667161.82407983,26591380.311018772,25048491.758904036,25036759.457480524
23640445.60003706,26563307.684561115,25028853.473157197,25008018.63891242
24009972.679626185,26431343.365001038,25059036.642437056,25031890.181333214
23956395.426010296,26323924.228148393,25063408.714015752,25090168.515836477
23655367.599010054,26913317.642869417,25024179.25558016,25046449.372855783
24015818.97821433,26907348.00663433,25056998.550228197,25018434.14767419
23727555.008237988,26480543.737754237,25024777.445841886,25028512.525950488
23467298.9772631,26477157.27752266,25039842.038103305,24947054.341892093
23672489.215194333,26705836.18695483,25078911.79115055,25083901.44446112
23867813.09001275,26091810.974642463,25085508.093174867,25098960.619399965
23272161.41886771,26656630.955317523,25130416.05080964,25104476.961202674
23652160.7698086,26422725.92732825,25022251.388461884,25032157.84946824
23776498.649440747,26451051.249180324,25106688.210232962,25110943.47009152
23544496.98116665,26185949.15133951,25059257.66785282,25110613.35431274
23635305.544839073,26595127.49937552,25074029.280556384,25102933.07461574
23708331.11781615,26491969.4896077,25129794.805922497,25063150.194703422
23875457.074003853,26418657.484242957,25087868.640860885,25027670.573092677
23606600.353514582,26417610.16255297,25110878.858481243,25129595.975198016
23618015.14829743,26362022.6309426,25037712.207626183,25050594.699318744
23762765.90945416,26571737.67318754,24995801.789687075,24918775.04630445
23639915.103629664,26952503.51397399,25049297.03029303,24949849.646246053
23450316.352134835,26182380.37428336,25048182.159027047,25057027.84876945
23491588.850600522,26264273.55891367,25032617.599314235,24959644.22749315
23745347.73378249,26198935.34272819,25010270.762945328,25018292.974686928
23648300.42152443,26169517.650515407,25024455.31698439,25030568.700993516
23805314.317814063,26600147.357158378,25021927.40619647,25046474.359199435
23572663.765567016,26592066.52800862,25178526.982332923,25185748.723649483
24046228.11801464,27236351.765972104,25099234.412459258,25044269.016379755
23942921.89681727,26401981.707889825,25133851.063895542,25131248.56612102
23798546.51921966,26451756.044484846,25210605.46422072,25224681.606215708
23736489.661268007,26195920.84907957,25123704.84866736,25182814.31025336
23871382.04818429,26514674.239578888,25105411.3804093,25121550.92091761
23797519.148585945,27031656.96475664,25164962.917919178,25134599.818572
23592609.57343223,26707529.993975878,25089091.069252983,25057395.454815365
23542789.3879345,26466637.51134153,24968123.600011498,24923149.25446427
23443262.09787827,26140789.305030216,24908646.234267674,24854283.702044588
23496203.674688026,27004251.17515962,24907569.178358983,24940701.29098672
23771971.52016655,26259031.983937297,25089496.554244626,25021690.37436957
23829440.60771926,26271433.570615884,25129940.495786283,25125533.751970828
23343836.99071103,26287213.231999382,25110877.878332864,25097962.409036387
23956046.417872097,26400297.450311624,25113785.369961824,25076727.62918872
24009482.5503036,26589542.84069324,25149742.172412723,25125674.296976313
23876732.011091992,26549198.1572885,25142001.144793108,25225914.28546984
23964359.79660454,26239319.50992024,25082614.094388474,25040861.027181447
23623446.104557786,26259391.78038857,25126471.265355684,25038100.829467714
23806906.765512567,27216308.416283753,25008576.56422353,25035294.581657734
23250950.111530412,26560559.836749952,25020746.69030043,24994208.444888204
23434456.554825097,26659788.419898313,24945103.784701224,24848523.97621888
23735763.687988628,26062112.142837282,24999856.678058326,24972255.41439049
23627327.798774816,26679920.79832652,25071401.45044278,25038131.292814575
23435430.88835039,26598156.91065033,25036484.04495424,25076379.202647567
23202183.194388703,26311710.617587328,24945871.195920598,24921634.314262137
23700474.97575046,26288885.45415597,24928939.384837914,24928626.821021445
23764643.047723714,26618884.878245115,24963979.561403517,24976834.13475242
23407432.27631281,26443121.180817124,24938653.7840265,25006763.73484061
23483070.408931334,26925761.489128966,25107270.89284159,25106561.065835066
24044748.437066156,26304686.37894041,24993854.509538345,24960465.07011751
23854032.50489561,26343484.288937777,24963484.123404827,24947793.054374
23536982.04592366,26264938.448989604,25048029.934062775,25019495.4771875
23657995.714766916,26354121.24537999,24990753.007260654,24993629.251810953
23057200.81035979,26422331.936505042,25096156.76183332,25059647.011225034
23057200.81035979,26369641.44757726,25014791.830408532,24952523.851031967
23953173.23943511,26859361.062152795,24982339.096393026,24958977.73295483
23993907.700087916,26358686.3089858,24985518.71845227,25010252.085452773
23707583.006450012,26781942.787420154,24982986.54188188,24906969.33344326
23391003.656664126,26447883.727794755,24884236.290425614,24848148.702513732
23987919.933562763,26442161.223053377,25059484.608962405,25019739.473364875
23752306.56605443,26387916.558929782,25010346.021834083,25037074.69230105
23931591.98606273,26681562.94146412,25153638.16908211,25166309.04359325
