Run #,Total Run Time (s),Avg. run time per iteration (s),Fitness Minimum,Fitness Max,Fitness Range,Fitness Mean,Fitness Median,Fitness Improvement Likelihood %
1,69.335453748703,0.23111817916234334,22417625.835661907,27081759.305359837,4664133.46969793,24587684.927005596,24527981.269725677,0.6666666666666667
2,69.38232088088989,0.23127440293629964,22923653.191516012,27272518.33849093,4348865.1469749175,25049434.39437656,25049562.45492851,0.0
3,69.88238763809204,0.23294129212697348,22874793.707585137,27459901.044964783,4585107.337379646,25062850.656926896,25049449.523443624,0.33333333333333337
