Run #,Total Run Time (s),Avg. run time per iteration (s),Fitness Minimum,Fitness Max,Fitness Range,Fitness Mean,Fitness Median,Fitness Improvement Likelihood %
1,187.94170498847961,0.6264723499615987,112864161.68247591,144146686.55303264,31282524.870556727,128173147.35813755,128107799.24645647,0.0
2,201.47621297836304,0.6715873765945435,115064909.8317973,145943652.6872015,30878742.8554042,128970781.16862684,128997850.39622398,0.6666666666666667
3,202.53834915161133,0.6751278305053711,112810538.18733683,143501695.25586727,30691157.06853044,129144712.56347364,129062730.89433673,0.0
