Fitness Minimum,Fitness Max,Fitness Mean,Fitness Median
117651232.77714512,136025027.1091025,126578331.51072125,126627292.50143555
117487777.04301365,136513088.28336284,127949672.19529113,127852286.55467784
117059159.64573164,139124636.93730184,128326338.37862554,128199035.86303659
118835109.55729981,138971281.19766003,128790361.25874871,128744780.33066443
120486864.47620875,137207556.33343425,129452660.0068235,129544618.80944897
120107715.61499758,137777447.66712365,128699404.23449108,128619213.71712494
117098309.7052544,136857440.64849466,128470071.6724867,128238967.52011302
121428187.7929478,136020024.05834132,128215260.40352862,127838105.61195633
121011658.00294138,135122120.96040612,128707459.87376639,129089226.06698945
119246142.24258502,141321226.94841155,129179017.8848406,129045284.37072094
120541319.51227638,142672959.49598444,128697843.75120912,128924882.08093211
121728907.24602397,136354568.14430165,128746852.84313458,128513854.60314743
116608309.30881448,138024085.78281903,128252127.39149046,128359766.38562393
118624269.00177515,137573349.51506767,129244585.40263343,129092114.24860907
115358519.22277665,138889316.55911753,128671219.52587989,128827824.51873067
118797553.31268784,139178320.99821833,128386926.4047991,128603453.86161008
119303962.30994594,138626037.43999806,128427772.23468266,128178421.30551223
119117597.50022404,141069948.03965715,129240743.05484453,129353331.46312904
120021511.89084084,139504385.80400327,128576505.92679176,128205500.0545436
121191472.20198582,138894475.96563378,129280395.84264833,129165696.93728842
119702413.61085784,136439830.49953112,128428810.33629066,128378701.14565998
120222065.28263201,137703768.942329,128459801.21144603,128621385.17198053
122422964.04668635,136187912.74863282,128259409.24351014,127870280.78724045
121628281.17458656,137526645.1871663,129222559.14459835,128992167.32367527
119633611.62497815,137212360.896901,128169640.13460465,128088852.9741507
119234090.03113578,138270079.41073954,128079868.00615148,127949599.53023054
120735402.05654521,139675828.00891998,128417180.21704724,128051917.52748373
116994613.10711221,136748561.49048644,128415419.0650656,128465082.18351293
118690287.5578453,136534893.09693813,128324725.41689184,128330297.03630891
121280387.28687674,136241977.81006083,129141951.7276769,129194053.31461939
121538006.89891581,136103675.56056383,128916064.6103631,129312501.90638046
119553702.92548439,137368996.33198425,128157787.41954455,128170870.23918174
118863247.71269263,136143895.40953508,128101300.52633049,128244125.05423173
121475222.8098262,136285569.05876642,128930509.64573246,129035286.24302973
121287828.75337361,139979165.48843488,128960221.34070057,128812386.94014204
121090947.34507251,135809437.10780793,128416043.7246803,128486625.56436947
119123998.80852066,140624669.89251414,128390787.48774067,128091127.83358848
115612761.95550735,137299492.41159254,128154049.73352495,127637923.0358696
119477593.3079539,135789646.4925824,128478549.74424295,128072997.74904703
