k Value,r2 Value,Run Time
0,0.7538109146308963,21.243215322494507
1,0.8135287864531173,6.211144208908081
2,0.8664844065122826,6.698694944381714
3,0.8785765678230408,6.891201496124268
4,0.8875887987839453,6.579226493835449
5,0.8932160061265866,6.2822630405426025
6,0.8977718391543367,6.42619776725769
7,0.8987083154177227,6.852850437164307
8,0.9011880023253418,7.119056224822998
9,0.9027131829409797,6.837310791015625
10,0.9032793461852521,6.579092502593994
11,0.9032457268726019,6.561425447463989
12,0.9044054920385848,6.393387317657471
13,0.9045726073326172,6.7130608558654785
14,0.9056525024460467,6.382169723510742
15,0.9055395507044196,6.7035112380981445
16,0.9051911283894033,7.015143632888794
17,0.9049349492756529,7.037703275680542
18,0.9047157577249244,7.280195951461792
19,0.9045461381349953,6.46117091178894
20,0.9040948183471099,6.658026218414307
21,0.9046469860686237,6.741023063659668
22,0.9045408027691002,6.902724504470825
23,0.9044328688718861,6.378831386566162
24,0.9040633186455662,6.31336784362793
25,0.9041293285700053,6.989385366439819
26,0.9040744362361695,6.939624786376953
27,0.9038547129971447,6.594548940658569
28,0.9040662321613624,7.174258708953857
29,0.9039170860692843,6.639507532119751
30,0.9034781636162594,7.177530288696289
31,0.9032367107784663,6.904168605804443
32,0.902965037678124,6.460315465927124
33,0.9027051411112369,6.386125564575195
34,0.9026739432512251,6.475088834762573
35,0.9025902329391926,6.79188871383667
36,0.902589678881051,6.287477254867554
37,0.9024951621724581,6.375269412994385
38,0.9025881462496008,6.278463125228882
39,0.9025103561687541,6.657979488372803
40,0.9025084750832262,7.367225885391235
41,0.902523058537453,7.315677881240845
42,0.9024026661206227,6.227038860321045
43,0.9022939751419549,6.630114793777466
44,0.9019705505599954,6.394799470901489
45,0.9018898223284134,6.438090562820435
46,0.9019495677963195,6.771484613418579
47,0.9016541082160038,7.188839912414551
48,0.9015860696436621,6.49181866645813
49,0.9011955160334507,6.623216390609741
50,0.9009575702957464,6.420921325683594
51,0.9008530487368168,6.583533763885498
52,0.9007599452049201,6.327807664871216
53,0.9006752338740764,6.571325063705444
54,0.9005416324323557,7.026488542556763
55,0.9004168786175786,6.562369346618652
56,0.900579935685012,6.543051719665527
57,0.9003475862310564,6.9207422733306885
58,0.9003202248433307,7.1989922523498535
59,0.9000537027174297,6.88843035697937
60,0.8999789613349527,6.6581525802612305
61,0.8999466332596584,6.955242156982422
62,0.899824639967668,7.165251970291138
63,0.8997180022193317,7.232145309448242
64,0.8996402350934529,6.589146852493286
65,0.8994976937666628,6.33750057220459
66,0.8993655489722813,6.570585489273071
67,0.8990320381428034,6.957355260848999
68,0.8988207806148181,6.684597015380859
69,0.8987226591840285,6.531572580337524
70,0.8986807026434394,6.694380521774292
71,0.898683629931557,6.72934365272522
72,0.8986129209347271,7.212656021118164
73,0.8984513223987298,6.174419403076172
74,0.8984057149538556,6.282469749450684
75,0.8982259736433954,6.552628993988037
76,0.8981333705984897,6.469372034072876
77,0.8978185838345628,6.992843151092529
78,0.8975514692581101,6.33868932723999
79,0.8974896447865738,6.9118123054504395
80,0.8974788776441504,7.172122478485107
81,0.8974299457280515,6.768072843551636
82,0.897333184692978,6.610421657562256
83,0.8972420787864797,6.4847798347473145
84,0.8971674763018977,6.743846893310547
85,0.8970157173660734,6.8380208015441895
86,0.8970531812660224,6.750893592834473
87,0.8969695614423033,6.527588367462158
88,0.896912383780315,6.642730951309204
89,0.8968157176880569,6.534817695617676
90,0.8967190110838269,6.371701717376709
91,0.8965869161265214,6.513628005981445
92,0.8965148340935636,6.574958324432373
93,0.8964151837220442,6.614583730697632
94,0.8963181875348725,6.6493024826049805
95,0.8962559838168898,6.602873802185059
96,0.8962135406961341,6.4363954067230225
97,0.8961412972519481,6.598944425582886
98,0.8960324199951927,6.634710311889648
99,0.8959782502895408,6.676186800003052
