Fitness Minimum,Fitness Max,Fitness Mean,Fitness Median
22558802.16818704,25805581.371066075,24377212.70802165,24410369.143369965
22988901.385854475,25785751.1255067,24127071.651392147,24139543.630411953
23222740.20596407,25469327.191569366,24133524.90043454,24096774.50721425
22604075.18766815,25453995.172248945,24047553.25329507,23996722.976032797
23038805.9745377,25640272.644010738,24136273.043863777,24079159.281253383
22564977.506836645,25303047.89242834,24015952.116938673,24038034.672018327
23002680.151713777,25473900.139789253,24203732.070360288,24163459.402269192
22715159.71310336,25543286.48505774,24077823.40233461,24022600.666606955
22360786.952170454,25443886.76051918,24136688.611430507,24071749.110160567
22697058.01286305,25412792.756022096,24072431.68835223,24107802.89596988
22902796.013299245,25404976.790507372,24108203.403858967,24074281.102529895
22628206.604641564,26078898.875993196,24045200.7460065,24033717.943097983
22916689.74348867,25831819.598266166,24164572.550314106,24109333.808807738
22313857.42459927,25598931.7286432,24123809.94056097,24060935.526478037
22936750.210355055,25156958.16242615,23924665.000904005,23885811.48773692
22854074.01525183,24945907.673391234,23894824.23197987,23899484.928380866
22875104.69534491,24866656.507830296,23873848.771591127,23906372.95749621
22858065.68443109,25071127.374085505,23865727.26882431,23827452.370396063
22772989.491391312,25245380.23335712,23941875.736377034,23914597.224081542
22727897.28462344,25990932.52470715,23958020.691463675,23976303.45116996
22750535.28646243,25507429.342554394,24021424.678932715,23968186.484758217
22902066.16432839,25207558.80106727,23920065.614314426,23872254.331962995
22558806.909893233,25331494.298423868,23944346.598849032,23999903.942785177
22721519.847135264,26404636.293777507,24027245.284955453,23939858.780135404
22857747.206548437,25100361.867949557,24035956.418549888,24041603.407263897
22805280.96805725,25470430.56650994,23847067.127672326,23880255.322951674
22575341.520663235,25469481.635076854,23931267.041288964,23953453.225885175
22616792.052418105,25256440.258307077,23926680.78612004,23880104.34638661
22559261.232480884,25099944.689452447,23964026.68108174,23948022.368997224
22674909.133366454,25156490.957651455,24010187.546470523,24055191.231946472
22691863.61525094,25980439.002455425,23973072.78145911,23977418.299892515
22638266.85835663,25043559.062000316,23950560.637315083,23976944.26504372
22860608.500211336,25562006.236952238,23896190.976787306,23876660.967041306
23021771.961551953,25387076.493725885,23992373.33294386,23894576.477913138
22565562.820471592,25363728.706791352,23895846.496612784,23877795.731653348
22486897.885101277,25085051.625412945,23905585.90760545,23822188.583766706
22994847.054151427,25794789.092619218,23905876.067153405,23910660.12253473
22867921.476132378,25116368.85503681,23993057.645108473,24047600.6103828
22608679.02223047,25319842.256645292,23986372.098402392,23984541.887752272
23031263.276742164,25251606.582991086,23990611.17362064,23993553.649710648
22834070.61687979,25816245.061721843,23972160.217467174,23950242.03355977
22790573.15030971,25244441.230146877,23916310.941714685,23907886.41290932
22857063.367244907,25246359.96723751,23867370.853805322,23824332.76575927
22795625.31883573,25295935.70128745,23965901.25720875,24005628.5414386
22834157.402609877,25811282.31417722,24059480.88744605,23949281.7558399
22559033.022828247,25483150.726098724,23969905.88371897,23953792.333443202
22851622.968348544,25661978.05822997,24031539.004111797,24021149.351492904
23034808.540452052,25352094.332342714,23990210.67853812,23913236.654077716
23012358.08169969,25879473.554399658,23997805.512546156,23952856.584183328
22597394.564916678,25418078.49811881,23910067.390670765,23927060.26736988
23046035.625545945,25345023.798766926,23907953.41911203,23855961.037530117
22783877.281913117,24986143.991402887,23887434.6631622,23814062.831054308
22798847.590029962,25343109.784221333,23970837.013051648,23930222.458626024
22745055.461386282,25071960.21936288,23938621.845877748,23889611.775434136
22632884.657435384,25001475.058330443,23906388.79767728,23849589.418955762
22502692.13698926,25504952.34040783,23935032.628259268,23948290.611291803
22719909.100823913,25345415.771318905,23892684.16623865,23834599.687121816
22652544.20215522,24950690.5720468,23863382.6491065,23860933.092347395
22766238.09211899,25357172.768348318,23951784.133102797,23897356.60269763
22909786.505707737,25618050.645398825,23962865.424127243,23996189.902994744
22778298.674378663,25017364.63294687,23986091.109705307,23968147.384457603
22557313.383959144,25358922.261215065,23940665.427704826,23943835.63443087
22592179.33206561,25348114.61466368,23900169.540418435,23931025.03940232
22730971.97523202,25337338.560365234,23978619.243603267,23991156.80155764
22925609.296196215,25528841.6106619,23911020.020946216,23846178.482427664
23007508.47010993,25530621.055071868,24057688.867431697,24002186.251883037
22575066.228467066,25534344.679216936,23966334.291968558,23947497.839791946
22660699.882692624,25366896.643721513,23912729.199587148,23929107.881360106
22711508.94510338,25419123.44581357,24040007.64695493,24073674.71886398
22845072.920738548,25320742.986098725,24027379.822216727,23958650.93156219
22466146.894383308,25497261.25012954,23834583.345529858,23837020.256325252
22676501.511811897,26569586.550625954,23909329.893067118,23808002.896151263
22561036.352582347,25309307.503789928,23939160.506518412,23985635.293096278
