Run #,Total Run Time (s),Avg. run time per iteration (s),Fitness Minimum,Fitness Max,Fitness Range,Fitness Mean,Fitness Median,Fitness Improvement Likelihood %
1,157.64687275886536,0.5254895758628845,96435385.3188179,135400047.9703955,38964662.65157761,99075587.16470529,96438760.11371371,6.666666666666667
2,154.78697109222412,0.5159565703074137,94875881.25631446,134628545.1235128,39752663.86719835,99702191.89198685,94887618.0370656,11.0
3,164.757563829422,0.5491918794314067,99067351.48947386,134883206.23421118,35815854.74473731,110695672.62010987,111203326.15663701,6.0
