Cost
7626787.26058218
7619483.487369105
7586908.323611076
7558396.177430225
7550433.698272203
7504295.487510134
7501409.428126767
7499644.120528914
7484566.717309568
7478585.142383844
7460685.98675505
7453752.884638857
7443523.010467624
7443443.617045115
7443095.699794042
7439412.6875379905
7412054.251588455
7399732.563041776
7391001.01097052
7388228.775036957
7385977.473024793
7384646.062271469
7379104.166689616
7375711.225599286
7374998.646401607
7373906.299092687
7368946.179283155
7366859.184370658
7366004.1941811405
7358453.257720297
7353502.928341475
7338337.277698307
7330283.390191947
7328582.232276576
7328438.057435455
7320674.051227821
7318192.26297156
7318042.426225976
7315488.9627322545
7313161.433828292
7306036.5784901045
7301145.150102394
7297965.351909073
7290390.840099057
7285765.329181391
7271421.1380843045
7256963.982596186
7251289.641701605
7248196.469087102
7238111.689630666
7235380.102692553
7235338.739216387
7235194.564375266
7223830.981300244
7222448.245436926
7219985.823445499
7207632.252858956
7205718.57689575
7192355.629251794
7189654.287248364
7180046.424620375
7174498.069714357
7170768.137307366
7152758.845875398
7141577.810978061
7126656.874644157
7081808.957942431
7008509.891694525
6996120.1704707155
6993755.848909484
6992384.990372309
6990270.580324197
6987510.912055612
6986529.751365383
6985624.718099734
6981137.896195147
6978730.306744167
6976046.1790865855
6972273.001283906
6971954.868546356
6971699.726868663
6970610.816337901
6967600.8752430845
6966907.4437534185
6961626.791741215
6960156.714574586
6949142.95099914
6944110.370148372
6939352.22318141
6937820.665749794
6932517.524419849
6928716.937605737
6927125.373334493
6923015.0918998895
6918902.209964158
6902821.467461228
6900742.151394304
6898108.558918603
6865121.745743191
6845121.847731478
6842523.917810673
6830291.532209783
6825099.7970976
6822058.787285343
6785391.329973779
6784697.898484113
6745991.868955429
6735220.481092517
6726052.649861599
6722613.360757244
6722057.926727504
6721805.509907253
6716817.321851485
6705057.249320479
6702587.100913142
6699022.815613043
6686387.344749701
6675406.094427182
6653567.954072587
6650378.294225418
6646276.583063484
6642269.163634921
6642132.338331539
6642049.383443218
6642006.022730327
6636682.106121961
6636234.782218437
6632946.663585639
6610869.727993861
6600792.269290283
6599226.000240638
6598135.081045131
6596165.979110777
6591716.644435653
6586437.695431059
6583058.437983893
6547883.484363838
6546508.809729658
6542462.2786202645
6538092.248491525
6504679.255353865
6488716.629730357
6474836.878035226
6451511.810279787
6450108.156939019
6446393.095814137
