Cost
7381207.899015994
7373904.125802919
7341328.96204489
7312816.815864039
7304854.336706017
7272172.724047888
7260584.514691049
7258659.70664658
7256885.508691222
7252798.036226585
7250314.914757492
7246921.9736671625
7243093.445260804
7239410.433004753
7238697.853807074
7220992.776275367
7217850.659922749
7207331.595384462
7206009.283140761
7194167.789280901
7185979.422001372
7164221.949495557
7150553.2121780785
7148588.110455756
7145849.359852278
7144175.443291822
7069474.089457765
7069356.637984545
7065075.932996071
7064737.71400485
7055277.806884778
7052738.898072241
7029296.137693447
7018356.896514495
7016974.160651177
7008174.322956737
6999737.570322536
6993768.217851184
6993603.005747095
6986972.601961293
6983591.6034540245
6983071.350282426
6983060.044904477
6976278.553838342
6972196.373428292
6968874.053651745
6966413.209977407
6948923.381251248
6945670.166201956
6944725.4198332215
6864946.162006369
6859665.509994165
6858195.432827536
6847181.66925209
6842149.088401322
6837390.94143436
6835859.384002744
6833106.142150218
6832375.4566044
6832288.126460862
6830597.1749562
6827913.047298619
6827507.239764072
6819529.97107776
6791696.645520096
6790629.259702017
