Fitness Minimum,Fitness Max,Fitness Mean,Fitness Median
114992899.10909946,134340645.0724727,126912712.84716853,126891207.01092611
119674936.36092177,140535638.9233493,127800616.23941869,127468257.19681948
121511905.83200045,134470708.7888249,128141686.0839669,127905001.00441577
118472972.64872846,136486624.7063147,128292420.83273391,128504043.73858202
120694098.89173758,138260658.70911792,128647507.20057392,128608470.86656551
122659423.51885979,137989957.89680815,128828723.7361462,128812379.58356024
121642853.39490168,137845113.1637684,128701001.29812269,128573389.49496713
122567350.72623074,135911190.47714636,129135795.08441761,129160467.44394982
123758064.8332701,136581013.17801318,129526219.54137354,129119755.92122418
123261335.75743294,138474591.67577207,129771165.56281847,129980346.167744
123132478.05549984,136879465.2396347,130111501.81847239,129965408.94718167
123577439.8007131,138910811.3226813,129972047.6518847,130027168.54126355
123940726.51887462,135445046.64098063,130169970.8879643,130503994.39294
123896775.49543495,138335733.68481845,130670663.85072121,130860341.80596693
125967678.17748718,138208037.96980557,131239721.75308189,131362725.22851193
122607329.88221245,137024314.24216166,131207868.75926845,131269010.05825569
124569506.7975054,141034794.800162,130796818.2129392,130794114.83152533
126160690.99386592,137875750.54062983,131027348.64312626,130711484.01114875
125979920.13646425,136075694.00852102,130889444.3082111,130669826.88522795
124997931.3968574,138406935.00803924,131264882.84251681,131108236.98415586
126145660.49561737,139705919.7597402,131320191.61949936,131223662.70958099
127117277.89855042,138050724.94999355,131131286.50786519,131168527.61012234
126140262.05507724,136241335.44000873,131176752.33785206,131131897.8427417
128184836.76523656,139602687.96064016,132192408.81156471,131807308.09867573
127986487.63990855,138226663.33057508,132009981.86896166,131840103.41295391
126263025.49617347,139889904.4686655,132425665.14754748,132320497.40939566
127852303.87542175,137692616.47635043,132580579.6287618,132483938.54070407
126204479.91544409,140562135.2436961,132342442.11403704,132378473.58107862
128756763.08115612,135438640.29033634,132183555.7870243,132141967.36774053
127400227.03057177,136093848.81527963,132178076.45714556,132437308.86937653
126894642.5138006,141151058.68388167,132804539.70516439,132692851.95924015
128428076.23684518,139440525.62855846,132660321.63033004,132710838.1952152
128531020.62452382,138651261.07041556,132798745.26068087,132691286.03061238
128796941.37610969,138852804.51834485,132971521.54272078,132720653.84906195
127065157.50795072,140938690.51478055,132887772.15727116,132890375.58270779
126613705.94748336,136956710.48374167,132580483.45017745,132751011.72279952
128227227.05658682,138295811.6757966,132736901.18392554,132774292.09703816
128542245.18299356,139990400.55498475,132709697.21741596,132661822.44708201
128758911.03727634,138359654.6372193,132965233.9948924,132963600.02860166
129184680.96066387,138957903.8927822,133046273.2727609,132962686.5289684
129367848.72704493,138558373.75802612,132928525.87971784,132697941.16719574
129373988.05846615,138424431.09108666,133215511.19010985,133040361.76598594
