Run #,Total Run Time (s),Avg. run time per iteration (s),Fitness Minimum,Fitness Max,Fitness Range,Fitness Mean,Fitness Median,Fitness Improvement Likelihood %
1,139.04016065597534,0.4634672021865845,115553594.83668327,141787255.17415264,26233660.33746937,133883493.88688755,134525606.16834638,0.0
2,138.1948823928833,0.4606496079762777,115452749.32130449,163140857.59413132,47688108.272826836,142195511.00973535,134001667.67108127,0.0
3,136.0400049686432,0.4534666832288106,114642163.20631348,145036355.63577908,30394192.429465607,133618415.78696774,133555292.4700739,0.0
