Fitness Minimum,Fitness Max,Fitness Mean,Fitness Median
119949515.12217045,136033725.85344002,127632951.09487984,127641700.6141272
121266611.55598585,138048097.28920865,128794378.42148158,129162039.66664395
121650566.24288124,140661207.67095572,129188141.91308406,129092373.13528425
123891802.65654278,135991965.2231427,130094034.15493204,129883954.33230671
122891130.12460299,137397924.41583517,130271550.92206334,130440168.32779604
123714860.2959563,139058272.5925686,130710354.09723346,131045779.54108456
125881472.20043516,139866007.25951594,130936185.77521583,130825879.85014972
124870101.43163237,137552968.6354055,130500229.6918873,130346602.1659697
120254788.60368259,138901578.5442475,131154298.32464683,131286109.77066305
120571170.86370303,137779110.99317545,130903063.04362188,131293964.63358796
122921848.74100368,139194177.23019063,130905138.45001999,131281991.27081574
124006947.22590922,138328704.66127777,131573528.24830487,131607284.00728291
123352298.46016574,137865920.86267352,131222628.45684856,131874098.22013828
123384244.05366594,138159490.4652982,131579806.6288272,131937565.03542824
125123976.66205151,141265658.63340506,132409219.64973812,132160626.75580765
127235619.1472331,139412216.24032575,132882986.6565124,132666222.10454798
127451420.01183188,140365252.3516182,133304325.08135091,133247271.64308369
125936704.2219586,139883224.05790898,133321390.91196328,133503745.16543813
124987743.81306736,140554266.03059503,133178163.16255115,133499469.71810488
127349581.11708497,141495315.12183952,133738352.95228457,133882251.97936045
128955616.75741178,139084824.34439936,133383025.25561713,133405747.29740681
126990691.46245347,139104605.2520826,133492159.11883149,133621495.01129311
127210400.32577181,141279509.66269648,134087064.59505998,134112080.20959565
127334389.71500127,139483046.85199478,134286988.1448799,134400373.56671888
130196636.19645166,140180388.77262625,134951404.10612676,135034365.41879076
129858447.77143905,144148726.2432725,135084638.1127932,135123562.7949124
129821415.67936818,141056293.13131902,135152374.09985742,135202022.80414712
131234506.24165691,143727602.03795683,135492162.28395477,135126021.4962259
131375946.5648635,140210057.57267472,135875068.0081705,135845388.5929772
131871939.48304288,141914397.964923,136163465.17286506,136171096.95827276
131998060.07345043,139948510.32081962,136260973.1083353,136284051.52647352
132867868.73271099,142059412.0007569,137005144.8894131,136874195.23319918
130433950.67233138,142553106.8149098,137049774.28393543,136928560.31421706
132126955.32184155,142520932.9146917,136892128.82816637,136742048.6240209
131886110.0156876,143027276.02743095,137054320.80259266,136967060.2429367
132508368.24440105,141523090.80208308,136839298.89146084,136967060.2429367
131501776.0789351,142373763.4795407,137005318.75108916,136963938.5246254
133809612.70550099,144691106.41772568,137628366.12289792,137562030.84945393
133809612.70550099,142102640.7118623,137701371.24417156,137538564.53559148
134498389.0530218,143250960.92341208,137660743.5889015,137491832.93895057
134626789.21561655,141438957.6332828,137650294.1658845,137662459.9087775
135190684.65253052,144364233.61433494,137889294.95965153,137842229.64916378
135729373.69406953,142761406.71894073,138038555.12413916,137882164.01666617
133768400.37629628,142073726.33949277,137934973.0668355,137882164.01666617
136125530.32149455,141995044.0163332,138210070.70361698,137882164.01666617
136484550.03460032,140813348.89267573,138155504.65985173,137932565.24474943
137003101.04588,141995044.0163332,138365789.8054593,138150701.47387344
137003101.04588,141657535.34420535,138327969.6182551,138271368.06323135
137841844.55660874,144175349.17293823,138439389.03109258,138394338.14718148
137706372.40223545,139678559.3961115,138448031.3596851,138470018.90084013
137953373.44917262,140136119.77437612,138572952.1522924,138470018.90084013
138168458.29721957,138975491.53098762,138621235.19493368,138626752.1174037
138470018.90084013,139889882.58160886,138694489.1533891,138701198.78067505
138435713.29299214,139670263.90853724,138743858.97705588,138734692.61943558
138470018.90084013,139619772.94784433,138781990.1044981,138738753.06214264
138585289.59735855,139449522.48467764,138813356.9448893,138788124.38541222
138714536.06700796,139947557.52918527,138887174.26644796,138862929.3337846
138734692.61943558,139699717.63979468,138894213.47391507,138862929.3337846
138741464.32778448,139572567.4612291,138942513.21404302,138897461.30668306
137841186.8592963,140034169.48604056,138928020.06423926,138928904.6610433
138794331.9373086,139798349.97197706,138961786.0365144,138949243.94204694
138862929.3337846,140088772.33460405,138996932.39206567,138963776.30436254
138862929.3337846,139321855.8863385,139013821.2575887,138984931.5209463
138915342.8776327,139518763.04134712,139058652.62717026,139028167.9087565
138942466.4444539,140302660.9587395,139107861.31145293,139049107.19007173
138963776.30436254,139943504.69104695,139108197.1511526,139087192.45078224
138963776.30436254,139653146.50080648,139129723.0086536,139111918.43511656
138984931.5209463,139959928.9998019,139164056.77733663,139120749.3413223
139059645.75204864,139723253.95862484,139178693.1947739,139136984.14347935
139087192.45078224,139683260.47621545,139189927.13244823,139136984.14347935
139111918.43511656,140243877.10928214,139212234.08144334,139173149.19346294
139061181.51106519,139604054.74778122,139226982.90814465,139212618.4742408
139111918.43511656,140741787.84922728,139247989.72544232,139213589.8246996
139136984.14347935,139540565.6534148,139260546.47438982,139245394.02269605
139163376.32010758,141479406.30002433,139316518.7153094,139300382.3667239
139173149.19346294,139426009.73038244,139287725.48424438,139300382.3667239
139195693.57888445,140509836.5641765,139342281.00174809,139300382.3667239
139245394.02269605,141822564.04369327,139381389.3181592,139317098.3551257
139300143.43893027,140461933.16906613,139361700.43722373,139319513.04872388
139300382.3667239,140187645.26406875,139363876.659387,139319580.96954003
139300382.3667239,140965957.78500378,139407668.6269957,139345631.698008
139300382.3667239,140561184.47148633,139385745.40440285,139369128.69717187
139319513.04872388,140336661.04110494,139376717.05575794,139374874.18363965
139319580.96954003,140141763.22881514,139379589.01466596,139374874.18363965
139326439.75293162,140287986.01133043,139395119.12520087,139374874.18363965
139348797.60868865,140957783.5823788,139426313.56794608,139374874.18363965
139165468.99663022,139982758.22882125,139392091.02615815,139375356.84571564
139165468.99663022,139511691.38346535,139393400.1244336,139387132.0990566
139374874.18363965,140521221.99885696,139421926.6978047,139387132.0990566
139265526.9867588,141093664.80169556,139430075.2445065,139413601.48351976
139385541.31133765,140836152.45937863,139464257.96236044,139423505.56212756
139385541.31133765,140408560.9564282,139465856.21370667,139432919.4341479
139387132.0990566,140556907.61776564,139452537.00634265,139432919.4341479
139401095.0692823,139970558.94537407,139445607.22861698,139432919.4341479
139403834.65841922,140223377.57757637,139459637.195941,139432919.4341479
138901769.1632709,141319253.03236616,139496554.32864422,139438694.1070496
139268964.21064255,140820192.95100376,139467461.25670686,139438694.1070496
139377726.99009746,140190888.63810995,139465938.64900362,139444142.5937125
139432919.4341479,140417699.41405162,139474148.0906722,139463200.04542896
138539751.33104256,139611322.8389091,139457493.03903475,139463200.04542896
138522234.90979356,140043279.7704588,139476139.26814163,139463200.04542896
138522234.90979356,140539236.17458993,139472998.1103923,139463200.04542896
138522234.90979356,140596152.43893313,139385008.1871277,139463200.04542896
138522234.90979356,140679282.9644116,138924707.49034217,138634381.39598548
138361886.90550324,140688603.9989397,138701562.230948,138522234.90979356
138522234.90979356,140095175.3034951,138653600.12249774,138632612.87614286
138522234.90979356,140206188.11239445,138735226.1629532,138634381.39598548
138522234.90979356,140490632.5147209,138712870.40408292,138652338.05370876
138522234.90979356,139378104.7575056,138751330.508216,138680876.06320465
138634381.39598548,139866448.01109532,138791533.9688861,138709579.5030188
138608102.38748622,140346896.47245076,138853596.01507294,138842875.61596137
137059349.35826325,139895974.41182032,138900761.3324675,138931851.92958426
138664192.26401642,139936306.170496,138936545.0113033,138961734.87311473
138667350.45393792,139471282.14498138,138965738.3155089,138961734.87311473
138712811.61746705,139238413.90343177,138987509.48410618,138961734.87311473
138842875.61596137,139778591.01632243,139045270.7891871,139055588.53024474
138842875.61596137,139926363.68504706,139069858.42209744,139084476.11783174
138864169.81268495,140787547.76181838,139111801.8580751,139111677.56569663
138972143.81388128,139896374.5147449,139114837.1595516,139111677.56569663
139023519.55616304,139990017.0293807,139142972.5523718,139129035.3099866
139055588.53024474,140232300.47374386,139171703.49886337,139133663.73846948
139062364.8910905,140470613.21524838,139168310.58671758,139133663.73846948
139123481.13326403,140231508.39210913,139209274.7595599,139142825.5681572
138547145.33505374,139991348.00917375,139186846.80446446,139175392.54282874
139133663.73846948,139647278.36740184,139200211.040617,139175392.54282874
138942281.24627683,140041186.89996415,139227559.0995327,139209114.69500896
139175392.54282874,140103080.88335255,139247790.03353885,139231449.07447854
139175392.54282874,140934664.10543925,139269728.62406364,139251381.63508487
139175392.54282874,139671991.8771704,139271862.5073065,139251381.63508487
139209114.69500896,140526318.4403669,139303892.10828975,139295524.09880328
139231449.07447854,140481002.78577298,139332363.63591212,139295524.09880328
139251381.63508487,140744175.37312907,139327499.56930402,139295524.09880328
138573694.60328922,140031428.55405465,139336045.15862072,139314837.52535823
138866085.37871265,140011320.063378,139332295.67842963,139316965.4607562
139295524.09880328,140624335.01298055,139367524.5237985,139325406.66547444
139311047.5215576,140292652.63485548,139368234.89332733,139354541.08336574
139316965.4607562,139931899.89488378,139381481.32537034,139362361.83687496
139317417.97878417,140241947.6847954,139401544.302201,139381169.635054
139325406.66547444,140238828.53973445,139392197.6441746,139381169.635054
139329284.83277148,141008686.24241158,139404161.9924438,139383633.81470656
139362361.83687496,140359534.58763367,139409716.20723686,139389508.37574893
139381169.635054,140533630.55447614,139432934.52078497,139391977.34156328
138492051.13098416,139517065.27624777,139397774.42560813,139395416.47587985
138492051.13098416,139847384.66473782,139380063.64187634,139416474.11875954
138492051.13098416,140105993.23854008,139338742.11656672,139416474.11875954
138492051.13098416,141471581.32000476,139306319.16467264,139416474.11875954
138492051.13098416,139985842.64769125,139268391.43204,139416474.11875954
138538055.4393719,139463122.27828643,139051247.34923914,139005465.04304188
138571218.34390375,141490688.30436122,138950913.95635152,138877493.67557183
138596237.79503545,140095533.8106174,138880227.79602808,138877493.67557183
138596237.79503545,139501336.97710335,138866959.9400881,138877493.67557183
138605778.89427003,140044393.87467813,138902972.45691785,138877493.67557183
138648614.9152762,141265840.36718145,138941198.51448694,138877493.67557183
138648614.9152762,139864911.8458677,138935267.95309716,138877493.67557183
138877493.67557183,139322556.26776892,138931995.35528162,138878462.4140427
138877493.67557183,140146799.5749715,138971395.13795227,138928630.54106292
138877493.67557183,140433403.54686105,139010592.95757946,138989816.76979133
138877493.67557183,139245385.80431443,138979268.39247572,138989816.76979133
138877493.67557183,139784425.97479686,138998306.00344405,138989816.76979133
138896155.272296,139760555.72258827,139029021.07960474,138992914.12954786
138928630.54106292,139378286.97760862,139039080.3618668,139034763.35923952
138989816.76979133,140044706.35231975,139069940.17819637,139046087.4592762
138989816.76979133,141335110.83539748,139113708.09461483,139072671.6358079
