Cost
7629891.881868937
7622588.1086558625
7590012.944897833
7577440.437422441
7545674.565128252
7545300.254415859
7512336.609997983
7508014.765880331
7506692.45363663
7464187.690066303
7435412.405041275
7431377.616658436
7426752.10574077
7413655.201926573
7411355.511871771
7382264.032243927
7375294.948349217
7373207.477869592
7373127.719175456
7366214.547850075
7366212.765144802
7363328.594162627
7361945.858299309
7354052.744981682
7301639.81212986
7281911.041929294
7277823.5694646565
7275898.761420188
7274124.56346483
7268814.54681712
7267982.241888479
7255789.233409835
7255389.690246744
7250368.395827433
7238347.6142473
7236882.480856363
7228470.696086402
7226017.226248353
7223202.090414175
7220603.050524581
7208140.355286054
7207546.374892311
7205143.065756937
7197402.441081023
7192076.360808272
7186743.025120848
7183425.322885032
7171683.748027127
7169204.781130907
7149648.408371091
7121815.082813427
7116689.09044726
7097953.215471033
7097271.280197552
7095393.825097506
7089852.619596941
7084670.890419394
7079423.74456298
7078206.737582066
7071745.554686023
7064385.2019923115
7061625.533723725
7060644.373033497
7059739.339767848
7055252.5178632615
7052844.92841228
7050160.800754699
7046387.62295202
7033736.389135719
7022678.024297322
7005250.716064229
7004491.654816942
7001378.116598194
7000537.8929714095
7000526.816256299
6999600.980911824
6997715.861306031
6996126.304545234
6995535.422650169
6991322.333175929
6983819.085662183
6983388.6192325875
6977810.028797692
6972717.9193981765
6972524.438685152
6956322.329794173
6954997.385821706
6953448.121807811
6951858.565047013
6948330.116848355
6942629.807074653
6941098.249643037
6938345.007790511
6915483.990709258
6882070.9975716
6850025.633348148
6847245.957022617
6844201.952674502
6838372.481501506
6835671.748851814
6819994.181192866
6796585.401923701
6795234.853305667
6792105.387800846
6791311.423633697
6780720.729517885
6768885.4734490905
6760466.263928819
6758685.267230792
6750380.350824831
6735369.711489801
6730232.203553218
6729327.71705382
6724558.61013366
6712045.118584616
6709965.802517692
6708915.403456017
6692569.666650028
6677855.824760606
6675753.839045203
7858058.669844956
7845675.624521078
7831614.428414447
7831432.010615105
7824360.391894687
7819278.912806605
7818499.919574694
7813896.183149262
7813165.682488396
7803860.94178055
7801596.84500775
7801068.875542021
7797502.8699982455
7784732.149551522
7781015.284415325
7774341.010208485
7769967.096991121
7759350.294395511
7753548.261624328
7749272.745399816
7616316.323412734
7613605.249790094
7589629.222529429
7574248.703093981
7564467.47050052
7562506.615302169
7560016.860867617
7556681.235627304
7556425.427242136
7554529.166135466
7553755.90468819
7541609.743488321
7522494.204741097
7522167.515739274
7513793.393223807
7501667.235543448
7495585.125171663
7488430.152137787
7452663.476869009
7444219.411236721
7442117.562410959
7413915.333857996
7410143.722750596
7408722.63037287
7406241.453780903
7396961.262402162
7380358.809249732
7352218.297395398
7336675.551448317
7316069.570806908
7303639.440202386
7302150.305214079
7301356.698245941
7296743.265442842
7293514.94971878
7287039.359861056
7269751.93483559
6739014.177126653
6704756.916869783
6654387.241943615
6652489.675973987
6650296.332284648
6605851.780964571
6598977.825806067
6597603.151171886
6589014.255734464
6580859.131510974
6558204.397475012
6557986.415385
6557252.830549408
6555979.961385426
6548221.193068983
6538313.287817134
6532457.880606419
6532205.106688856
6531482.614849203
6526379.947257307
6526045.939873661
6514321.828934676
7043251.380016787
7026573.2825562395
7010459.328975334
7007555.071548186
6997401.429188446
6982347.606022248
6976661.493574134
6972272.391625277
6965536.421595001
6960194.110990364
7554926.535244388
7553594.904675351
7551119.539585747
7529769.169949085
7529642.2278889585
7520480.0371149555
7517477.902868325
7513948.480303072
7216162.25643253
7180368.655212739
7180114.940986045
7148956.291382504
7139445.839131421
7134892.829233704
7133112.1113531785
7125773.165565894
7122597.815750638
7121326.213853792
7094772.941416491
7082789.179472694
7081300.592185809
7061991.675545012
7054829.259380927
7051947.869918357
7046978.093484086
7043928.582660806
7011353.782705994
7009865.614157645
6995956.908739825
6986767.2033591075
6944860.729878135
6942513.337262718
6941958.805738996
6927277.992153426
6918833.926521137
6918492.929727903
6910987.484078108
6887418.958647125
6879798.4548468655
6854485.45485608
6849075.801822916
6833684.379786789
6832903.6855463525
6832073.85741136
6830736.966534489
6828350.903763598
6827081.000892963
6825439.378681345
6819136.617885728
6801646.510939449
6799096.718283006
6794261.36327401
6785299.712831337
6777862.8214512635
6776633.468568297
6765549.958143667
6764530.587839432
6764374.647255355
6750600.044610912
6749167.561813455
6744676.856052344
6744153.121618807
6740901.414856321
6738373.68996087
6726413.734200929
6706512.151265853
