Cost
8359980.48127886
8352676.7080657855
8320101.544307756
8291589.398126905
8283626.918968883
8237488.708206814
8217759.938006248
8217563.697580486
8212549.457819956
8209190.148130367
8201952.24355655
8201927.780340572
8193546.731107187
8188100.067790072
8180899.230738633
8168577.542191954
8159845.990120698
8157073.754187135
8135020.544741591
8127051.501274193
8111838.341185961
8057216.867272473
8049544.682754216
8037324.839847187
8028618.541696683
8027340.102980917
8023305.314598079
8018679.8036804125
8015246.604898811
7996463.311752389
7986247.717083958
7975790.575441885
7972751.349500338
7961163.140143499
7959238.33209903
7957464.134143672
7945786.544273034
7940238.189367016
7917771.2209910685
7915507.124218268
7911777.1918112775
7893767.900379309
7871575.478234144
7840989.932041458
7832615.009037469
7830630.114159453
7829088.218228001
7824330.071261038
7816322.095066434
7813535.301697023
7811752.609935355
7807952.0231212415
7804872.864637406
7801288.239042984
7799173.828994872
7789524.14859173
7882437.015018886
7875182.636301572
7835046.765542411
7832899.923598473
7826270.257779975
7823094.452489244
7813840.445173855
7811484.239690979
7804964.028722712
7793342.887891357
7791968.213257177
7784607.860563464
7782170.027224965
7782144.375936685
7763804.102810439
7762948.197544438
7759676.603860167
7755822.518888238
7740534.4011215605
7739154.143971394
7737109.940027374
7734639.791620036
7729212.0321254
7728915.244082579
7728797.515976926
7728066.830431108
7727979.50028757
7726288.548782908
7716300.223606856
7715456.963837906
7714824.049533538
7713411.827415903
7709914.779283059
7708514.027736222
7705503.474638025
7701302.346130317
7698056.518383485
7696717.158133436
7691881.564295803
7686829.421470805
7682899.90919919
7668989.195332589
7653239.9226449365
7649647.02494922
7643782.778337779
7642868.64510727
7641700.52795991
7639772.091135602
7637007.99915538
7635418.442394583
7627337.08756639
7623368.074204676
7614112.058546407
7613092.593649393
7611941.623001732
7611613.92111458
7610683.977610285
7609628.190642599
7608649.58340379
7604696.043115885
7595072.64855144
7584372.235835824
7583408.572961259
7581372.8306547785
7571730.81223245
7562754.134038871
7536912.876809901
7528467.329234534
7527297.318027876
8917054.119419204
8907067.421368867
8898812.872687107
8898669.983812636
8598187.06293718
8585659.106182108
8577935.743532905
8571039.309166595
8568304.716716625
8567508.236123476
8545948.684544658
8537633.920387853
8523963.014952736
8520371.654544199
