C,o,s,t
4385231.345058196
4376259.008356378
4371738.990677507
4371304.367677948
4370770.613477872
4359907.082499277
4358542.226671819
4345635.046302118
4340485.567633537
4329138.203084985
4321502.739494298
4278477.116719486
4269831.931110836
4264638.359601163
4261226.208453016
4260365.336193008
4249774.952342235
4241049.471982873
4230540.399601017
4220129.710217801
4207574.940212809
4207101.532312008
4205958.263376088
4204602.053622992
4193025.8656068128
4177155.6168712946
4171613.464492064
4170041.1027460657
4165908.8148481017
4159629.057223577
4159344.7631585225
4153099.06387767
4152591.083356603
4150350.61720063
4142995.618034171
4127250.3854847765
4116896.1807505256
4102333.300433265
4091974.145617868
4084727.252187771
4069468.3347061547
4068994.2300175475
4067216.2745874003
4066893.3439682163
4047050.0307208616
4034810.923512404
4012647.380778175
4000358.651389176
3998733.06123258
3996643.644388579
3995256.56001677
3980570.3222120153
3974910.4673630493
3966938.5858211555
3958194.3113951357
3954057.932262727
3942481.744246548
3941989.4429412773
3940008.3951718304
3939987.4106759224
3939027.0424273927
3930691.5986567205
3928081.0659351554
3925813.656898291
3911717.080828051
3908110.5695897173
3907148.4926585034
3898239.858702095
3891874.419700971
3889047.804777622
3878487.0113548106
3870184.570065723
3866412.8112113792
3866066.2173732137
3865979.336933463
4086408.467230674
4082452.980866352
4059586.372231423
4058064.744204607
4050164.1908136513
4048348.6131737446
3862956.7613419276
3861920.8557130964
3856371.8299742183
3852489.4209392536
4007121.001282381
3998339.516275185
3989197.197708131
3985222.183243213
3984214.8102569543
3983775.152045044
3982108.825759097
3894988.62025733
3886633.316947461
3880931.6026112353
3852489.4209392536
3945993.1434020456
3936859.025723757
3930951.328300273
3922827.4526076177
3917418.194319699
3911789.468877027
3905009.266982463
3899433.8434298364
3895438.4304912155
3849614.4500135686
3845252.7739573894
4156544.6443533897
4129577.897513736
4122068.5890124403
4111737.760277638
4102310.763136193
4099727.1548860436
4098754.947054443
4095027.416684419
4084290.0687946137
4083378.704516084
4069231.1820992073
4043324.231715058
4024065.3074101666
4020240.5414240276
3998864.0851420434
3982506.319140871
3968698.5245391624
3958950.0735505354
3951849.1858569356
3941494.9811226856
3937477.116602592
3935924.395875209
