Fitness Minimum,Fitness Max,Fitness Mean,Fitness Median
23522333.06224041,26819297.379707605,25211140.83183048,25216665.634858996
23760681.161734134,26683011.343837358,25313950.754038386,25322308.613496616
24194999.56239919,27394384.293405417,25448512.747136977,25398256.92613583
24097875.003419198,26790413.13237503,25549574.53271143,25522593.20377306
24097875.003419198,26921497.64467636,25594867.45254213,25582488.996221334
24456295.315010503,26972547.40136626,25709415.99712249,25706344.46125985
24159315.5024792,27193331.194135826,25854365.11081993,25911045.65480018
24687958.779656917,27066865.502042107,25899820.343259078,25919194.04298496
24500330.834837437,26884645.76660884,25914182.291058525,25982042.16391553
24818273.012361344,27244337.599037025,25908871.266673945,25894383.34797336
24853712.62345909,27269173.362212792,26029919.79833866,26019374.18900027
24631553.660596453,27362736.385673888,26013208.29302172,25937341.44545801
24866896.36959575,27560845.362183057,26010505.97107321,25961169.983874496
24378985.498875514,27569389.79160614,26136435.431362882,26025009.621820785
24795816.211361114,27612377.650661916,26181779.294241697,26091696.906899154
24753632.441891797,27569389.79160614,26202781.672351476,26176716.03782462
25008191.53354331,27569389.79160614,26294102.391433626,26344253.697460733
24834391.878383517,27910389.611193754,26317978.42035384,26295022.404729396
25228964.8844549,27382128.1042005,26426043.407207947,26439021.65031208
25274983.094179943,28184801.755010705,26585443.35995637,26657501.6640613
25502994.585703615,28105973.06950405,26693452.726632517,26723637.953276657
25398420.39109112,28105973.06950405,26730497.53334773,26759630.938507646
25630674.84270864,28105973.06950405,26769107.671736736,26806752.225190036
26028360.56369561,28249109.511712536,26972056.2102309,26979942.276431933
24739284.253883258,28188548.396159537,27088697.98920687,27108401.47959668
24739284.253883258,28188548.396159537,27157938.744357042,27203618.24331618
25873486.37797025,28188548.396159537,27309195.846009407,27289241.635070354
26237841.63191285,28359799.859588146,27440496.052932415,27465796.975665692
24647830.37004749,28722100.589875933,27475218.186018787,27499417.41779255
26384774.921869498,28401637.23761614,27650918.812143967,27621596.285107993
26684321.135941416,28883468.432926543,27688978.263935078,27700685.775430705
25681140.08795629,28883468.432926543,27836945.659216255,27933665.65756464
27056822.39888655,28642836.500613134,27949123.217948344,27929067.228171244
26739671.597391345,28861854.18022146,28061666.547904383,28102822.259297103
26635167.490328077,28980955.680146124,28151306.963555593,28264789.5653742
27203436.042695083,29090535.957511652,28300080.46558019,28334009.54661437
27844792.63495169,29083720.678824447,28393615.402786087,28416502.067773744
27498973.542015575,29083720.678824447,28467042.79445465,28537597.464103907
27819237.597256117,29321960.673456594,28584145.285011183,28596164.35491895
27378273.474250857,29321960.673456594,28577670.218295533,28614286.48189477
27449190.198916025,29464138.59389681,28635536.54577648,28669185.6057458
27653946.8264796,29464138.59389681,28747884.009813845,28769303.283554167
27822312.27252846,29571036.582899004,28802203.110035844,28795841.53970709
28355384.329971835,29571036.582899004,28875469.400666766,28897042.43989807
27444422.288153637,29464138.59389681,28906950.474793598,28982554.60397686
28028452.100088265,29464138.59389681,28972954.657010965,29038828.94739107
28136569.932960268,29693980.01656468,29061234.21438983,29096869.372661386
27980604.24133899,29693980.01656468,29166569.182011656,29147803.888257157
28111358.330668803,29693980.01656468,29277463.376071297,29231568.948764905
28288025.00689416,29894248.243360456,29379526.027991004,29395807.855013765
27910556.547505092,29894248.243360456,29445075.803073045,29464138.59389681
29114122.20910739,30037635.71382923,29584232.562933505,29653663.83299387
28104509.924069464,30037635.71382923,29625890.05680399,29693980.01656468
27899028.4276925,30042994.11652275,29673105.11058355,29693980.01656468
26576765.241550185,30042994.11652275,29706003.050793953,29736928.41263648
28249874.15163882,30042994.11652275,29747376.19340954,29752172.62625981
27933673.67536473,30042994.11652275,29820464.117485262,29894248.243360456
29105888.268034976,30042994.11652275,29884743.496174227,29894248.243360456
28976126.733860314,30112890.375410553,29910749.080547772,29896832.874143124
29458332.40767741,30112890.375410553,29937496.554369647,29896832.874143124
28639033.19778503,30042994.11652275,29929225.834934864,29909628.85320863
29646886.651560124,30042994.11652275,29978488.610757444,30037635.71382923
29660875.5789109,30083525.36139832,30007386.76973351,30037635.71382923
29896832.874143124,30083525.36139832,30038549.026694767,30042994.11652275
30037635.71382923,30083525.36139832,30046648.793055035,30042994.11652275
29270847.11336095,30083525.36139832,30034465.773860835,30042994.11652275
29410041.62187604,30083525.36139832,30047906.172087573,30042994.11652275
30042994.11652275,30083525.36139832,30060827.864268,30042994.11652275
30042994.11652275,30083525.36139832,30070555.363038138,30083525.36139832
30042994.11652275,30083525.36139832,30078256.299564496,30083525.36139832
29092558.217245776,30149164.794997945,30064261.038295794,30083525.36139832
27639211.82986172,30149164.794997945,30051445.532589238,30083525.36139832
28369830.270978384,30149164.794997945,30067701.199166115,30083525.36139832
30083525.36139832,30149164.794997945,30087766.461122535,30083525.36139832
28641780.040382456,30149164.794997945,30073349.00791238,30083525.36139832
28641780.040382456,30149164.794997945,30072106.111788202,30083525.36139832
28641780.040382456,30149164.794997945,30067242.729497973,30083525.36139832
29114765.72074076,30149164.794997945,30087921.392359853,30083525.36139832
28391847.76209861,30149164.794997945,30077594.62357013,30083525.36139832
28943119.98581674,30149164.794997945,30112464.095846515,30149164.794997945
28065787.323903315,30149164.794997945,30103894.01806562,30149164.794997945
27116128.570897155,30149164.794997945,30113886.011777207,30149164.794997945
30083525.36139832,30149164.794997945,30145982.938117664,30149164.794997945
29964842.117526386,30149164.794997945,30146665.173887234,30149164.794997945
28879668.37663952,30149164.794997945,30136469.83081436,30149164.794997945
30149164.794997945,30149164.794997945,30149164.794997945,30149164.794997945
27779829.265029076,30149164.794997945,30125471.439698257,30149164.794997945
26271553.35513716,30149164.794997945,30092462.317254063,30149164.794997945
30149164.794997945,30149164.794997945,30149164.794997945,30149164.794997945
27627048.89464987,30149164.794997945,30123943.635994464,30149164.794997945
27627048.89464987,30149164.794997945,30123943.635994464,30149164.794997945
30127667.539711196,30149164.794997945,30148949.82244508,30149164.794997945
30149164.794997945,30280244.326489452,30150475.59031286,30149164.794997945
28425896.211563013,30280244.326489452,30133242.904478513,30149164.794997945
30149164.794997945,30280244.326489452,30154407.976257607,30149164.794997945
29722176.925045084,30280244.326489452,30152759.68818791,30149164.794997945
29639387.147166003,30311040.93239638,30164036.91430242,30149164.794997945
30149164.794997945,30311040.93239638,30171756.28141057,30149164.794997945
29617589.866197973,30311040.93239638,30173072.62927703,30149164.794997945
29725717.050773565,30311040.93239638,30193357.606032956,30149164.794997945
30149164.794997945,30311040.93239638,30232073.19514062,30280244.326489452
30149164.794997945,30311040.93239638,30259249.36192094,30280244.326489452
29519149.35887529,30311040.93239638,30263380.236476004,30280244.326489452
29107277.00588844,30311040.93239638,30265364.250822466,30280244.326489452
30280244.326489452,30311040.93239638,30282223.27166486,30280244.326489452
27643683.0585954,30311040.93239638,30236062.10374451,30280244.326489452
28257104.036093596,30311040.93239638,30263466.860991135,30280244.326489452
26606209.084722396,30311040.93239638,30232904.999402884,30280244.326489452
26097722.58122886,30312641.35638635,30250904.81045393,30280244.326489452
30102840.93884548,30312641.35638635,30298251.159425873,30302961.21077731
30280244.326489452,30312641.35638635,30303590.418624353,30311040.93239638
30280244.326489452,30366548.362243026,30309346.568562094,30311040.93239638
30302961.21077731,30366548.362243026,30311626.46314126,30311040.93239638
29252571.86645954,30366548.362243026,30293565.58612156,30311040.93239638
28256478.87653906,30366548.362243026,30292880.72552869,30311040.93239638
28407600.449929565,30366548.362243026,30296185.198077194,30312641.35638635
30311040.93239638,30366548.362243026,30318766.28548288,30312641.35638635
29843080.75136282,30366548.362243026,30315984.147598065,30312641.35638635
28518752.57874447,30366548.362243026,30310891.29281313,30312641.35638635
27325169.67014626,30604580.045195732,30308379.654997483,30313459.523538772
