Run #,Total Run Time (s),Avg. run time per iteration (s),Fitness Minimum,Fitness Max,Fitness Range,Fitness Mean,Fitness Median,Fitness Improvement Likelihood %
1,146.421733379364,0.4880724445978801,120485804.19354479,176151353.14401823,55665548.95047344,167353258.89489418,175258639.26611066,0.0
2,147.46870684623718,0.49156235615412397,118845182.77886009,174578062.13234282,55732879.35348272,167409730.0242475,173148771.12649146,0.0
3,147.45308756828308,0.4915102918942769,120213021.7807416,168909454.62000793,48696432.83926633,161370988.08293027,165254509.15052187,0.0
