Cost
133095560.43131721
132636010.0038802
132518569.82494813
132283821.40317911
132212909.886213
132167453.20520583
132076306.09155023
132037571.73594923
131987857.42693637
131900484.43677081
131891960.84473972
131162847.16872625
130990513.5869119
130814821.23854667
130718501.81444427
130687628.62429489
130509731.73695831
130425825.26480742
130206504.2555066
130047690.89346401
130040464.07889111
129729884.34924507
129711330.06643598
128800525.71926525
128351584.33254929
127457569.80042915
127445787.11079699
126343264.97973692
126342671.99560829
126321288.6109178
126246551.46254256
126238318.71227372
126209512.74550088
126184943.49267744
126123028.59751473
126025110.53146188
126023680.65948796
125956187.05762883
125096486.48808393
125081864.31567664
125039818.18740146
124820013.88639182
124742913.11258572
123561077.98827839
123319312.30191433
123263553.34326284
122397446.46049948
122393714.5048666
122352391.51292144
122351949.78803836
122347306.8146754
122338524.27500212
122315821.61329034
122057390.01802535
122051969.60692883
120999820.781061
120899346.26863097
120872024.63449687
120825527.66949524
120820927.41173519
120809504.80041023
120809482.28573123
119973454.39540198
119969144.98853119
119887726.87254497
119289192.03974448
119252970.23454963
118745473.79370481
118687538.6161397
118672526.08975777
118386586.53900725
118351132.06739087
118315109.44512682
118160050.04845425
118114008.20481206
118073990.67994818
118049785.96307617
117975620.69196399
117965309.4232129
117902868.19405752
117832746.49536897
117829504.93935327
117685581.34757704
117467637.8786668
116996988.1058957
116965614.96531825
116931990.29774573
116876252.57416196
116874086.17862509
115467399.429156
115419205.66325487
115213747.20530559
114261079.90493537
114255853.38195862
114120172.07923485
114110736.0174436
114080124.81542505
113982465.26605196
113783449.89955658
113781092.57096192
113637372.77669905
113634291.55993263
112766930.16718799
112402849.71296446
112361615.3692075
111280951.92345864
111237480.82847728
111180269.87604329
111175725.08165845
110958936.9259533
110875970.95624661
110788935.53219046
110670830.35151014
110596439.51076397
110414927.37135571
110409588.65971243
110360968.65368222
109752871.85377839
109720141.62866697
109502098.97443974
109425791.07832685
109298489.98624265
109263624.78030746
109232338.83764318
108241403.3080917
107209997.72343406
