Cost
123885973.35790366
122725317.11845809
121641084.15178998
121568308.79424956
121458313.70291278
121377838.87629245
121324818.55099532
121312046.26880424
121208281.38498034
121205767.62118421
120981011.41684724
120925186.06204332
120817571.6876813
120786120.96205018
119884526.15997808
119884410.10691446
119880751.85552663
119855775.72396845
119650446.6343956
119603947.95711918
119538681.3878552
119470121.9867877
119349342.27315862
119335297.8000719
119232647.98736444
119102222.59304968
119080641.01990628
119046885.86434594
118923858.99213795
118830433.5638477
118810497.45521651
118453005.56158412
118426423.72083916
117754155.87784883
117627775.60381693
117473992.3691454
117356402.55322625
117329060.21865325
116750817.62266631
116359773.54810843
116356233.84895024
116275143.66979651
115538718.27614978
115142750.77354802
115003862.2748796
114129525.09547444
114060451.78546797
113986483.68127443
113980467.64874585
113969901.64971803
113899996.7301377
113819956.98132095
113763100.41061729
113468870.26858605
113409315.00880729
113278402.56369156
113272531.83150776
113128856.5051779
112417102.8036208
111664143.00443882
111606433.21841934
111469457.34212281
111469070.36830848
111146365.96686815
111098861.3348161
111095697.1602123
110957832.1126069
110909627.9378496
110904883.51041593
110719405.21770371
110713113.73703605
109806273.54028215
109748945.50148863
109657205.87696704
109423077.92582011
109422007.7370908
109367147.45822376
108504746.34010856
108449757.1620909
108365187.24939793
108331672.86413808
108289167.15324841
108268807.59090708
108268202.4393561
107990981.99803379
107876433.99078351
107853475.08949062
107836005.15955657
107739240.70567259
106762094.33727475
