Cost
127896049.59353805
126906540.0774828
126158972.28560063
126013696.90600042
125955210.68615139
125850848.45638227
125718000.5270557
125702959.91917051
125702589.97151023
125305328.96230634
125116995.31152156
125093791.65252297
125026680.93303767
124964330.94807391
123832525.88192862
123534660.66853072
123458144.60273103
123385794.9702685
123327924.20968157
123195963.38677478
123189189.69980103
122810904.30447002
122019462.42644922
121469930.5828981
120063085.76489577
119973549.38080929
119943261.74457452
119917659.74660663
119849982.7527223
119805898.6292652
119804958.37858917
119719565.57661486
119694958.21619709
119694563.19351578
119670673.8114649
118865642.8146645
118745122.29750106
117820495.03100373
117818671.76627743
117799568.69094944
116784560.26570581
116756158.25921166
116755405.25830795
116569657.8769695
116551865.34855726
116485897.53690825
116479641.32073519
116466952.9474627
116258885.96668379
116245114.05074038
116214042.05360764
116205101.30843017
115787607.87368752
115772808.81964462
115710484.97842453
114901055.1920491
114698253.94226785
114674412.32682344
114614393.16996247
114572790.85843189
114473728.91788083
114353058.56798285
114323204.25526863
114302569.1246753
114236049.92339867
114235715.38302776
